episode,total_reward,success_rate,avg_util,avg_imbalance,avg_response_time,deployed_pods,avg_available_nodes,min_available_nodes,safety_compliance_rate,safety_compliance_rate_after,z3_unsafe_prevented,epsilon,minikube_avg_cpu,minikube_avg_mem,minikube-m02_avg_cpu,minikube-m02_avg_mem,minikube-m03_avg_cpu,minikube-m03_avg_mem,minikube-m04_avg_cpu,minikube-m04_avg_mem,minikube_avg_rt,minikube-m02_avg_rt,minikube-m03_avg_rt,minikube-m04_avg_rt
22,-2.616565601900178,65.0,24.75,10.73254396683284,6690.448749999632,133,4.0,4,35.294117647058826,100.0,11,0.8994008056908817,32.10526315789474,66.6842105263158,28.789473684210527,57.15789473684211,39.26315789473684,54.42105263157896,25.052631578947366,63.947368421052644,13.396167925608237,26.397767923593236,20.9778069996481,61.206818078286375
23,10.824597906233704,60.0,31.302631578947366,6.3864188804658095,5567.237943001888,145,4.0,4,64.70588235294117,100.0,6,0.8904493912795439,32.15789473684211,56.10526315789473,18.105263157894736,37.10526315789474,15.94736842105263,40.263157894736835,19.894736842105267,52.789473684210506,10.780564498418244,36.706369833215525,19.931392499953898,110.70551908317914
24,14.442747281343658,60.0,21.52631578947369,10.59716330315279,5315.212462316068,157,4.0,4,58.82352941176471,100.0,7,0.8815870670930053,35.73684210526316,62.789473684210506,33.73684210526316,51.94736842105263,24.47368421052632,53.789473684210506,11.26315789473684,32.26315789473684,20.54473666382061,15.085059832320743,35.72301274871279,47.126409417008595
25,19.2186084901385,20.0,26.30263157894736,11.215916403373031,4579.131788368901,161,4.0,4,100.0,100,0,0.8776278503249659,43.0,73.33333333333334,24.666666666666668,38.00000000000001,26.999999999999996,55.333333333333336,15.0,36.66666666666667,100.0,56.98807850130834,45.27016000065487,51.101069250216824
26,14.04052422800062,15.0,27.416666666666668,10.87161847118535,5061.040684167286,164,4.0,4,100.0,100,0,0.8754359736720191,24.0,29.25,26.0,47.0,11.0,14.000000000000002,30.500000000000004,58.50000000000001,100.0,41.962473333599824,100.0,23.624703993846197
27,23.372752911302516,40.0,22.875,8.27752192517648,5764.462015002209,172,4.0,4,71.42857142857143,100.0,2,0.8706330950236377,28.999999999999996,60.444444444444436,36.333333333333336,57.44444444444444,26.88888888888889,61.0,37.44444444444445,68.22222222222221,19.95765737065085,14.179230125591857,33.22871299897088,67.4738338766474
28,-24.206338642218427,60.0,32.416666666666664,6.779474260495709,4193.397511999744,184,4.0,4,29.411764705882355,100.0,12,0.8619679953434173,35.31578947368422,76.47368421052632,43.57894736842105,59.8421052631579,34.15789473684211,77.73684210526316,29.578947368421055,46.210526315789465,12.382101995171979,27.485553416166415,16.377384915782994,33.836382666534824
29,19.545506105922268,35.0,35.65789473684211,6.815770475236392,3714.285372894282,191,4.0,4,71.42857142857143,100.0,2,0.8576678395884348,29.000000000000004,55.11111111111112,22.777777777777775,38.33333333333333,9.666666666666666,12.11111111111111,27.44444444444445,54.22222222222223,44.28984556891789,38.1141747154678,30.55836071372531,100.0
30,8.768549610443158,20.0,22.22222222222222,9.447857926392023,5181.405712666067,195,4.0,4,60.0,100.0,2,0.8546705011556123,28.857142857142858,62.28571428571429,23.0,59.0,14.142857142857142,42.857142857142854,15.285714285714286,32.714285714285715,33.92194075095176,100.0,51.05630949947226,56.96180500017363
31,8.142596045322982,25.0,20.32142857142857,7.28111115800323,3901.7448331433116,200,4.0,4,60.0,100.0,2,0.8508321669676098,35.714285714285715,62.28571428571428,28.57142857142857,71.85714285714285,23.0,59.0,20.57142857142857,48.99999999999999,56.27619719802169,11.784056005126331,100.0,29.48573719651904
32,14.84930161357763,50.0,26.96428571428571,6.4871246036537595,3910.2005532851244,210,4.0,4,58.333333333333336,100.0,5,0.8436289496477257,54.071428571428584,71.5714285714286,27.142857142857142,68.35714285714285,20.64285714285714,30.78571428571429,19.499999999999996,51.99999999999998,18.1969825005217,19.5544995025557,38.884595398558304,100.0
33,6.306037031700701,25.0,30.33928571428571,15.398521986326779,3696.7321454280213,215,4.0,4,75.0,100.0,2,0.839000572940262,48.8,66.1,29.4,70.0,37.0,56.39999999999999,19.5,51.99999999999999,66.46797899971716,100.0,12.874983402434736,29.094362397445366
34,8.144188141826437,10.0,33.675,11.798993964093818,4106.927300300595,217,4.0,4,100.0,100,0,0.8364867153768749,33.75,46.0,11.0,14.000000000000002,15.5,38.24999999999999,13.0,35.0,12.406144000124186,100.0,100.0,100.0
35,8.87392285274708,10.0,18.3125,9.311769456470309,3436.6246297504404,219,4.0,4,100.0,100,0,0.8343975887598745,44.0,75.0,21.666666666666668,32.33333333333333,13.0,34.99999999999999,13.0,34.99999999999999,100.0,12.198575001093559,100.0,100.0
36,11.935316713476993,20.0,22.916666666666664,13.201865036526724,2524.5306769987415,223,4.0,4,100.0,100,0,0.8323136797392108,44.0,75.0,17.0,27.749999999999996,9.5,21.25,15.0,34.0,100.0,27.225286001339555,57.07336100094835,33.871718500813586
37,5.124941180540858,5.0,21.375000000000004,14.007636619069629,7673.928751497442,224,4.0,4,100,100,0,0.8314815741378917,44.0,75.0,12.0,21.0,10.0,11.0,12.0,21.0,100.0,100.0,9.613721995265223,100.0
38,4.8647553844581335,65.0,19.5,14.168627315304755,4163.404652994359,237,4.0,4,52.94117647058824,100.0,8,0.8232061355365418,33.73684210526316,61.42105263157895,23.105263157894733,59.526315789473685,6.736842105263157,19.36842105263158,28.052631578947363,59.00000000000001,46.54196507628792,36.524348074118066,44.22203723034517,16.81539253779472
39,22.699256230125243,60.0,22.90789473684211,12.136881397632127,6093.557033526227,249,4.0,4,69.23076923076923,100.0,4,0.8162368025428616,32.26666666666667,50.0,25.999999999999996,61.66666666666666,13.866666666666665,34.79999999999999,15.733333333333336,25.000000000000007,28.082228668305714,48.241335086277104,64.42006866636802,29.988347580850434
40,4.927174220672956,5.0,21.966666666666665,10.58788680723706,7377.438397533842,250,4.0,4,100,100,0,0.8158286841415902,35.0,65.0,20.0,25.0,23.0,59.0,23.0,42.0,100.0,100.0,100.0,18.421968001348432
41,6.514911445957605,25.0,25.25,5.760859310901456,6139.518474999932,255,4.0,4,50.0,100.0,3,0.8121647889613309,31.874999999999996,56.75,29.375,53.37499999999999,17.5,44.49999999999999,15.375,31.25,16.92640300025232,34.00291359750554,100.0,76.02095979906153
42,10.494573442152735,45.0,23.531249999999996,9.027889975102966,6770.130073000473,264,4.0,4,57.14285714285714,100.0,3,0.8073051786371559,29.888888888888882,63.44444444444446,25.666666666666664,57.77777777777777,15.111111111111109,22.666666666666668,5.333333333333334,13.333333333333334,26.35193322203122,33.67591655632067,79.35959977896547,60.436164444157235
43,-3.4040305518365077,70.0,19.0,10.56293362094319,6755.160758667141,278,4.0,4,52.94117647058824,100.0,8,0.7992703590498541,36.52631578947369,64.78947368421052,43.578947368421055,65.89473684210526,30.263157894736842,70.57894736842105,12.263157894736842,34.842105263157904,25.486333000714826,103.47077942902355,10.840373930217797,35.26752114433163
44,-2.9030580688781944,15.0,30.657894736842106,13.162027159246426,4403.42708894796,281,4.0,4,25.0,100.0,3,0.7956808274813141,32.33333333333333,50.33333333333333,50.83333333333333,68.33333333333333,37.50000000000001,69.33333333333334,25.0,76.33333333333333,100.0,100.0,14.351888666472709,100.0
45,-5.386574597618142,15.0,36.41666666666666,10.579131729204917,5560.727190999994,284,4.0,4,10.0,100.0,9,0.7901291272740233,29.083333333333332,59.916666666666664,31.499999999999993,49.49999999999999,25.33333333333333,54.66666666666665,14.999999999999996,48.000000000000014,10.17600833195805,47.716974002347946,100.0,100.0
46,25.504444601616427,60.0,25.229166666666664,7.525376561321455,1965.8109408331559,296,4.0,4,60.0,100.0,6,0.7826565830718433,40.882352941176464,60.41176470588236,23.882352941176475,64.70588235294117,24.88235294117647,52.70588235294117,15.764705882352942,46.8235294117647,14.286536002449187,42.63286466981905,22.04895774909043,25.547821248983382
47,12.208794050410917,40.0,26.35294117647059,10.172527080127477,4751.624500295079,304,4.0,4,80.0,100.0,2,0.7768071589872145,42.75,62.000000000000014,25.58333333333333,54.58333333333333,22.583333333333332,48.416666666666664,9.000000000000002,23.666666666666668,29.579395996734092,24.708593873765494,66.96460412422311,51.294616252198466
48,6.866751943731941,10.0,24.979166666666668,13.838488619510233,6057.245873416226,306,4.0,4,100,100,0,0.7760305460300172,37.0,57.99999999999999,36.0,76.0,1.0,1.0,13.0,35.0,63.938069997675484,100.0,100.0,100.0
49,17.001349160592227,75.0,21.75,15.554134271134295,3257.3183644999517,321,4.0,4,58.82352941176471,100.0,7,0.7683069916709178,35.68421052631579,66.73684210526316,28.578947368421055,58.789473684210535,21.684210526315788,46.26315789473684,25.842105263157894,57.78947368421052,78.72355453301377,71.15417246551563,94.57993386652863,25.31221486637757
50,10.33844845571766,10.0,27.94736842105263,9.683356481274748,6988.112896947745,323,4.0,4,100,100,0,0.7671551073176169,20.0,21.0,36.0,82.0,1.0,1.0,14.000000000000002,16.0,100.0,100.0,100.0,15.744941498269327
51,16.47068818929936,20.0,17.75,12.692525738038988,4310.405101499782,327,4.0,4,100.0,100,0,0.7652391364783871,26.749999999999996,28.499999999999996,22.0,55.25,1.0,1.0,23.5,32.0,56.500167000922374,100.0,100.0,55.793439749322715
52,5.230817951003696,5.0,18.3125,11.91093175583868,10536.412174751604,328,4.0,4,100,100,0,0.764474088651693,48.0,55.00000000000001,13.0,35.0,1.0,1.0,18.0,21.0,10.399740996945184,100.0,100.0,100.0
53,47.531330563095345,70.0,20.0,17.306068299876777,7306.198687001597,342,4.0,4,88.23529411764706,100.0,2,0.7568655515779528,54.52631578947369,62.42105263157895,16.05263157894737,47.89473684210526,10.526315789473683,29.10526315789474,19.263157894736846,24.157894736842103,29.67334557283071,57.09386500082993,19.475054285430815,14.02934028530061
54,0.9135883561382219,25.0,25.092105263157894,18.043753480327734,3851.888315630755,347,4.0,4,33.33333333333333,100.0,2,0.7542204923819443,54.39999999999999,67.0,27.0,82.0,32.99999999999999,73.19999999999999,19.2,34.199999999999996,46.55630319961347,100.0,28.45638159662485,14.785758801735938
55,0.7567536643108763,35.0,33.4,13.57304519602465,5760.000835398387,354,4.0,4,44.44444444444444,100.0,5,0.7489580731815793,44.90909090909092,72.45454545454545,21.727272727272727,63.99999999999999,26.272727272727263,47.81818181818181,38.36363636363636,72.63636363636363,24.09007257270527,43.708359572545824,50.86202514274711,11.736169995856471
56,1.5761278266510104,10.0,32.81818181818181,10.303510854703504,4847.182772726889,356,4.0,4,100.0,100,0,0.747087549457845,44.0,75.0,23.0,59.0,30.0,69.0,35.0,69.0,100.0,100.0,13.305652501003351,100.0
57,6.53802886000224,40.0,33.0,7.9349958193498855,5426.381275505264,364,4.0,4,66.66666666666666,100.0,3,0.7426173305838513,34.54545454545455,51.63636363636363,19.454545454545453,39.909090909090914,25.90909090909091,78.9090909090909,10.818181818181817,27.545454545454547,23.96298012463376,55.89246862455184,99.44333400198957,46.29288812484447
58,24.170904824539285,40.0,22.681818181818183,10.169038205364872,4173.902860001941,372,4.0,4,83.33333333333334,100.0,1,0.7389125872463826,46.5,65.0,23.25,60.875,21.000000000000004,54.25,15.875,42.125,34.64349237619899,12.42889350396581,67.59641425014706,21.862986998894485
59,5.030515561897392,5.0,26.656250000000004,12.188629097859977,4781.496301249717,373,4.0,4,100,100,0,0.7374358700713607,53.0,75.0,26.0,69.0,25.0,55.00000000000001,23.0,48.0,100.0,100.0,100.0,10.87856199592352
60,-10.801718837571777,65.0,31.75,12.316147936753602,4138.4926099999575,386,4.0,4,43.75,100.0,9,0.7300964347128126,40.44444444444444,54.55555555555556,30.44444444444444,71.22222222222221,37.05555555555556,67.77777777777777,16.000000000000004,47.16666666666667,44.84688484640523,21.309301536530256,16.54869238700485,52.162378077292274
61,0.298879655018097,15.0,30.986111111111114,13.062593570572458,4692.4916197781895,389,4.0,4,18.75,100.0,13,0.7228300461283215,29.166666666666668,37.666666666666664,18.88888888888889,53.44444444444445,24.66666666666667,53.500000000000014,21.5,65.38888888888889,100.0,100.0,27.4718579967157,41.359818669540495
62,-2.981553356294496,55.00000000000001,23.55555555555555,4.5854698164773975,2583.4657713320566,400,4.0,4,53.84615384615385,100.0,6,0.7170690401446995,24.266666666666662,39.33333333333333,20.73333333333333,51.86666666666666,25.133333333333336,74.8,15.799999999999995,50.26666666666668,25.173881820096128,28.72047881855079,20.3285510011483,63.6886099979165
63,5.060360743764183,5.0,21.48333333333333,6.779621812633846,3902.4570350011345,401,4.0,4,100,100,0,0.716352150371815,30.0,34.0,23.0,59.0,35.0,69.0,1.0,1.0,100.0,100.0,12.70874200417893,100.0
64,5.291059852475519,5.0,22.25,12.987975207860536,5019.779703005042,402,4.0,4,100,100,0,0.7156359773094809,30.0,34.0,23.0,59.0,35.0,69.0,12.0,21.0,100.0,100.0,100.0,12.274439999600872
65,0.6518814674630811,25.0,25.0,8.631338250816032,3689.0950450033415,407,4.0,4,66.66666666666666,100.0,1,0.7131350053484364,37.6,54.599999999999994,17.8,39.800000000000004,35.0,69.0,18.4,34.599999999999994,12.684700600220822,100.0,100.0,32.557307197130285
66,7.8418760287370795,75.0,27.200000000000003,9.994780684065132,5324.534268403659,422,4.0,4,56.25,100.0,7,0.7063906231131261,51.77777777777778,68.72222222222223,25.38888888888889,50.777777777777764,21.0,34.77777777777777,25.666666666666664,48.66666666666666,17.183573131333105,10.869772068205444,70.87558953401943,42.135239998848796
67,-12.693234148387189,40.0,30.958333333333332,14.09153291269073,4871.825067554407,430,4.0,4,37.5,100.0,10,0.6993601699894918,47.333333333333336,61.83333333333334,27.27777777777777,63.66666666666666,28.666666666666668,67.72222222222223,19.11111111111111,57.6111111111111,11.224720623431494,64.80398249987047,23.174443498828623,31.96552525005245
68,8.653558219350831,20.0,30.597222222222225,11.23351230610376,4629.332225167066,434,4.0,4,100.0,100,0,0.695871226460228,40.57142857142857,54.57142857142857,26.0,69.0,1.0,1.0,1.0,1.0,48.43924075103132,11.152435996336862,100.0,100.0
69,5.245995477007331,5.0,17.14285714285714,17.06247653379299,3150.41705585879,435,4.0,4,100,100,0,0.6948279414369737,28.999999999999996,31.0,15.0,48.0,10.0,11.0,1.0,1.0,100.0,100.0,14.167606997943949,100.0
70,0.3166547622084392,5.0,13.749999999999998,10.13348409975562,8863.250573995174,436,4.0,4,100,100,0,0.6937862205589209,28.999999999999996,31.0,15.0,48.0,10.0,11.0,10.0,11.0,100.0,100.0,100.0,508.4711630042875
71,5.466186681073633,5.0,15.999999999999998,7.778174593052022,4108.1490899960045,437,4.0,4,100,100,0,0.6923996884502843,33.0,55.00000000000001,15.0,48.0,10.0,11.0,10.0,11.0,43.30605599534465,100.0,100.0,100.0
72,4.906388664331341,5.0,17.0,9.460443964212251,5822.42868499452,438,4.0,4,100.0,100,0,0.69101592732676,33.0,55.00000000000001,15.0,48.0,15.000000000000002,18.0,1.0,1.0,100.0,100.0,14.032490995305125,100.0
73,9.326179478854993,10.0,15.999999999999998,11.561825602969558,1746.7464789988298,440,4.0,4,100.0,100,0,0.6896349316505328,47.0,73.50000000000001,15.0,48.0,15.000000000000002,18.0,1.0,1.0,11.641192497336306,100.0,100.0,100.0
74,-7.872204207411802,45.0,19.5,17.063675352416823,3951.352060495992,449,4.0,4,28.57142857142857,100.0,10,0.6827712419288002,49.625,77.18750000000001,24.625000000000004,74.8125,27.625,64.625,18.250000000000004,48.5625,80.25516177715164,30.800755222541436,21.3713951074169,12.571972554724198
75,0.6755371040950688,10.0,30.03125,12.498438833318742,3053.3370293132975,451,4.0,4,66.66666666666666,100.0,1,0.6807254868888832,47.75,60.0,27.0,82.0,35.0,79.0,26.0,69.0,12.888002500403672,100.0,100.0,100.0
76,-2.419864840178138,10.0,33.93750000000001,8.83232161394263,1661.0606202466442,453,4.0,4,25.0,100.0,6,0.6763140210655568,48.99999999999999,65.8,23.4,71.8,26.1,55.2,21.6,60.60000000000001,100.0,100.0,11.786930503149051,100.0
77,20.470144116447994,55.00000000000001,30.025000000000002,12.021076107482028,1476.846801800275,464,4.0,4,71.42857142857143,100.0,4,0.6695829096006238,41.75,56.3125,18.624999999999996,38.875,26.187499999999996,61.87499999999999,7.125000000000001,21.5625,10.924626635228792,27.8409345452515,20.599257725619033,68.68666581788354
78,1.3308043416255364,10.0,23.421875,13.811824317428334,2936.0992608735614,466,4.0,4,100.0,100,0,0.6682447478210375,47.0,65.0,36.0,82.0,26.0,69.0,15.0,48.0,11.530655498063425,100.0,100.0,100.0
79,2.9585175240448827,65.0,30.999999999999993,11.96780901753388,2918.667540001479,479,4.0,4,47.05882352941176,100.0,9,0.6615939469455022,50.1578947368421,70.78947368421053,32.63157894736842,77.05263157894736,29.42105263157895,63.315789473684205,28.842105263157887,72.15789473684208,17.716970614408357,86.50397907790298,25.87665446279481,10.883590848467206
80,8.771468552284997,35.0,35.26315789473684,10.335763379095393,3602.9852931575365,486,4.0,4,50.0,100.0,4,0.657306463749877,46.699999999999996,56.599999999999994,22.200000000000003,68.39999999999999,34.9,61.59999999999999,27.399999999999995,61.4,27.961899140999385,37.8072307174859,75.28507257146495,10.793494999234099
81,7.817947656205643,35.0,32.8,10.992848815943725,4758.052793000388,493,4.0,4,36.36363636363637,100.0,7,0.6520676852970176,50.230769230769226,59.538461538461526,22.69230769230769,67.53846153846153,31.07692307692308,60.84615384615386,23.76923076923077,68.69230769230768,27.84445328683692,100.0,12.065035713021643,53.2440214295223
82,4.868816541795662,15.0,31.942307692307693,11.990772139770387,5348.927484076949,496,4.0,4,50.0,100.0,1,0.6501139258653886,42.25,53.75,14.000000000000002,39.75,19.0,36.50000000000001,27.0,82.0,50.26256800192641,40.16635133351277,100.0,100.0
83,27.679908507192806,70.0,25.5625,11.495445538993742,6699.830786999883,510,4.0,4,62.5,100.0,6,0.6436435745735278,43.888888888888886,57.72222222222223,26.16666666666666,59.33333333333333,20.05555555555555,49.444444444444436,23.444444444444443,54.05555555555556,10.697643430570938,69.1950781426775,18.46407942825213,38.208461070046596
84,21.77228024892473,30.0,28.388888888888893,10.25585540372941,4537.777890334029,516,4.0,4,87.5,100.0,1,0.6401123717506414,36.199999999999996,59.5,26.400000000000002,43.0,29.599999999999998,73.0,28.500000000000004,62.0,14.052597996245217,28.68083266390992,55.36921599996276,41.46286000031978
85,4.702361554703999,20.0,30.175,6.306409773280411,2977.993458898709,520,4.0,4,100.0,100,0,0.6381944334571027,33.0,55.00000000000001,23.0,48.0,16.5,35.0,31.25,56.00000000000001,100.0,21.772118001536,55.5072229988582,32.50011950185581
86,15.995662111637827,45.0,25.937500000000004,7.3244795453138885,3604.166444249131,529,4.0,4,41.17647058823529,100.0,10,0.6318427126083592,38.789473684210535,69.47368421052632,24.789473684210524,74.57894736842105,31.315789473684212,69.63157894736844,38.21052631578947,66.78947368421053,21.137449552609016,34.58660533085802,10.551654000462602,70.54386122294494
87,-4.501587173184904,25.0,33.276315789473685,6.942916168036832,2111.234831631009,534,4.0,4,13.333333333333334,100.0,13,0.6255542081645629,38.70588235294118,76.11764705882354,22.058823529411768,61.41176470588234,32.235294117647065,69.23529411764706,30.294117647058826,69.0,100.0,45.78121480066329,24.15087100234814,29.73334020090988
88,1.657384812059579,20.0,30.823529411764707,7.063917990063004,1420.3429397063755,538,4.0,4,80.0,100.0,1,0.6227448376523007,27.57142857142857,46.71428571428572,22.71428571428571,35.85714285714286,25.0,62.0,10.42857142857143,25.857142857142858,60.42549074918497,15.754781998111866,32.93390575381636,100.0
89,6.3076331353446635,15.0,21.428571428571427,7.9978078453268475,5276.568133143883,541,4.0,4,50.0,100.0,1,0.6208789368762069,36.25,53.75,21.25,47.5,11.0,14.000000000000002,1.0,1.0,16.033213665650692,41.778526000174075,100.0,100.0
90,4.463425402381858,5.0,17.375,13.239155405021458,4736.199864501032,542,4.0,4,100,100,0,0.6202582131590649,34.0,51.0,12.0,21.0,11.0,14.000000000000002,13.0,35.0,100.0,100.0,100.0,11.58337399829179
91,17.373929593453727,20.0,17.5,9.552486587271401,4250.476651999634,546,4.0,4,100.0,100,0,0.6180905630563543,41.833333333333336,61.0,1.0,1.0,21.333333333333336,26.666666666666668,1.0,1.0,34.58560124854557,100.0,11.700135499268072,100.0
92,4.387896768862801,5.0,16.291666666666668,17.010336537915048,2450.02009000018,547,4.0,4,100,100,0,0.6177815177748261,31.0,41.0,13.0,35.0,28.000000000000004,35.0,1.0,1.0,100.0,8.968553003796842,100.0,100.0
93,19.769131849523166,65.0,18.25,12.07010770457331,2428.94791100116,560,4.0,4,68.75,100.0,5,0.6116329593720796,41.05555555555556,69.77777777777777,30.444444444444446,61.111111111111114,30.555555555555557,65.22222222222221,8.222222222222223,10.888888888888888,14.913928767222947,30.447117463336326,27.093418692731156,46.38801315349365
94,14.467133279124088,60.0,27.569444444444446,13.301446508276193,4209.992627110397,572,4.0,4,50.0,100.0,9,0.6055455953711473,35.89999999999999,60.60000000000001,24.349999999999998,48.399999999999984,35.35,71.44999999999999,20.900000000000002,51.95000000000001,11.336363751373332,59.10135575092378,28.734691833597026,47.57395383179149
