episode,total_reward,success_rate,avg_util,avg_imbalance,avg_response_time,deployed_pods,avg_available_nodes,min_available_nodes,safety_compliance_rate,safety_compliance_rate_after,z3_unsafe_prevented,epsilon,minikube_avg_cpu,minikube_avg_mem,minikube-m02_avg_cpu,minikube-m02_avg_mem,minikube-m03_avg_cpu,minikube-m03_avg_mem,minikube-m04_avg_cpu,minikube-m04_avg_mem,minikube_avg_rt,minikube-m02_avg_rt,minikube-m03_avg_rt,minikube-m04_avg_rt
172,-23.420202085768654,45.0,32.70833333333334,10.91348849480784,2462.0603966108724,1146,4.0,4,25.0,100.0,12,0.37390782955175167,45.44444444444444,72.00000000000001,32.388888888888886,72.94444444444443,27.166666666666668,49.27777777777778,33.444444444444436,73.66666666666666,13.424075000835323,49.472971445680336,19.427350889762035,33.18087311054114
173,0.0265050336137298,10.0,34.6111111111111,9.35205301152545,3011.2324879450575,1148,4.0,4,25.0,100.0,3,0.3720424912633628,44.0,75.0,32.0,69.0,26.333333333333336,56.666666666666664,23.0,59.0,100.0,100.0,10.25679599842988,100.0
174,12.184699421282893,55.00000000000001,31.333333333333336,8.088170670960519,897.9655128314334,1159,4.0,4,42.857142857142854,100.0,8,0.3683396854654887,36.75000000000001,58.62499999999999,33.0,56.49999999999999,40.81249999999999,73.50000000000001,21.3125,47.1875,44.88224190956151,19.618113089448094,18.78872700035572,28.03465809080411
175,0.4191101402827666,60.0,32.96875,8.841716053164474,5359.026376564088,1171,4.0,4,35.294117647058826,100.0,11,0.3646737323688482,47.73684210526315,74.63157894736844,35.84210526315788,67.42105263157893,25.263157894736842,59.526315789473685,29.315789473684212,62.578947368421055,18.352819083520444,41.86907466452491,9.558475836456637,25.86533508741316
176,-17.262101689759206,65.0,34.53947368421053,9.858826842555073,3559.4151245252424,1184,4.0,4,20.0,100.0,12,0.3610442651916921,40.882352941176464,74.94117647058823,28.52941176470588,50.99999999999999,26.588235294117652,53.117647058823536,22.588235294117645,45.705882352941174,13.034836231851772,17.180698230423822,72.53746400058914,32.35571430649053
177,-7.157541429797625,60.0,29.647058823529406,8.506147223310489,4417.835023587994,1196,4.0,4,40.0,100.0,9,0.35745092080271823,37.41176470588235,70.3529411764706,36.29411764705882,68.00000000000001,30.529411764705877,69.70588235294116,29.82352941176471,61.1764705882353,34.13638533347694,11.667241746787719,19.757349415885983,44.301850665942766
178,5.153953136438507,5.0,33.51470588235294,6.701610861345284,4771.05480088272,1197,4.0,4,100,100,0,0.35709355924464575,34.0,68.0,33.0,65.0,26.0,69.0,33.0,65.0,100.0,9.805446003156248,100.0,100.0
179,5.4480767770748955,70.0,31.5,3.201562118716425,3758.9485890057404,1211,4.0,4,28.57142857142857,100.0,10,0.353893339684741,30.1875,52.81249999999999,22.8125,61.18749999999999,30.374999999999996,65.99999999999999,26.625,69.3125,11.983216928326458,32.60733299643367,20.927839786807972,29.45766114363713
180,1.1970816063830032,10.0,27.500000000000004,6.4527698619429055,6686.501950874572,1213,4.0,4,100,100,0,0.3530094906266224,53.49999999999999,65.0,13.0,35.0,26.0,69.0,15.0,48.0,15.393579502415378,100.0,100.0,100.0
181,21.9659551843799,50.0,26.875,16.166025947512196,6037.968754499161,1223,4.0,4,69.23076923076923,100.0,4,0.3501959803157708,34.800000000000004,45.533333333333346,15.066666666666661,40.33333333333332,16.866666666666667,35.93333333333332,13.333333333333327,42.33333333333334,33.42241360020125,12.243393000971992,49.650750201253686,51.901089602615684
182,5.541879908410601,5.0,20.01666666666667,10.278866075714244,5637.540207934217,1224,4.0,4,100,100,0,0.349670948948508,34.0,57.99999999999999,1.0,1.0,22.0,35.0,15.0,48.0,10.391149000497535,100.0,100.0,100.0
183,-23.638872839379637,60.0,18.000000000000004,11.937336386313323,2589.1416180020315,1236,4.0,4,17.647058823529413,100.0,14,0.3461907991067037,43.84210526315789,76.78947368421053,26.736842105263154,68.7894736842105,31.000000000000007,69.99999999999999,23.63157894736842,52.31578947368421,25.418834996283596,13.883542499873633,33.26955450186991,48.22139666794101
184,7.923513957895344,15.0,31.302631578947366,8.867209118803352,3108.696171315387,1239,4.0,4,100.0,100,0,0.34549893662161524,23.0,38.00000000000001,34.99999999999999,79.0,27.0,82.0,33.0,65.0,39.99152633623453,100.0,9.542138999677263,100.0
185,-2.455388505382767,65.0,29.5,5.656752192510094,5197.243625666791,1252,4.0,4,29.411764705882355,100.0,12,0.34206030932574477,36.99999999999999,67.52631578947368,29.684210526315784,64.6842105263158,29.42105263157894,60.78947368421051,24.05263157894737,53.89473684210526,11.641266617516521,26.04285030885456,16.869480229238086,38.92145446174814
186,10.511633051425804,10.0,30.039473684210527,7.3004407491474215,2993.8289894742315,1254,4.0,4,100.0,100,0,0.3413767016265486,29.33333333333334,42.333333333333336,32.0,75.66666666666667,34.99999999999999,69.0,36.00000000000001,82.0,11.823993001598865,100.0,100.0,100.0
187,11.055373375646084,70.0,33.08333333333333,3.6107197571507452,4310.7297013314865,1268,4.0,4,37.5,100.0,10,0.3379791014606387,40.833333333333336,63.66666666666667,27.66666666666666,68.2222222222222,24.11111111111111,67.83333333333333,28.666666666666668,63.55555555555554,24.80875814237931,20.010418211417605,13.763237929586987,63.62763978676022
188,4.65398170799715,5.0,30.31944444444445,8.849169212436287,5526.714991888487,1269,4.0,4,100.0,100,0,0.3371349982323726,38.0,61.5,21.0,31.0,26.0,69.0,32.0,59.0,29.806602993630804,100.0,100.0,100.0
189,-16.28083395594352,80.0,29.25,6.5241447954223455,3669.4109559975914,1285,4.0,4,35.294117647058826,100.0,11,0.33377961422265356,48.21052631578947,69.89473684210526,26.157894736842096,65.78947368421052,32.473684210526315,56.157894736842096,28.157894736842103,55.15789473684208,427.86390531418874,16.195499874811503,22.376724126115732,38.83384943892452
190,26.85586312677596,70.0,33.75000000000001,10.563864147990847,6519.832353472961,1299,4.0,4,66.66666666666666,100.0,6,0.3304576251494191,45.4,66.55000000000001,25.299999999999994,68.80000000000001,36.4,68.39999999999999,31.800000000000004,75.29999999999998,18.623269644428678,37.63350857313656,11.010229144241228,29.153326217887557
191,-6.098962243296679,85.0,34.725,8.3548317496588,4346.540875299979,1316,4.0,4,41.17647058823529,100.0,10,0.327168698644815,42.36842105263158,56.684210526315795,20.42105263157895,55.421052631578945,28.15789473684211,56.42105263157896,10.210526315789474,27.42105263157894,21.879205413022326,21.44168775968651,24.758063646817497,48.85996641096426
192,-19.40898293831323,35.0,25.289473684210524,13.316570839505083,5608.4432450508375,1323,4.0,4,11.76470588235294,100.0,15,0.3239125056489256,49.21052631578947,71.63157894736841,32.42105263157895,68.68421052631578,28.89473684210526,67.73684210526315,25.36842105263158,67.89473684210525,47.364907856224036,12.22699171505935,49.23081271367015,87.26338642861394
193,29.20333579349412,55.00000000000001,33.973684210526315,10.24364330331133,2062.9257312110367,1334,4.0,4,50.0,100.0,7,0.32100964977421276,28.125,50.375,26.687499999999996,62.74999999999999,35.62499999999999,49.3125,19.0,54.99999999999999,20.581965179404836,29.155197273146108,10.77332554467086,50.43616163708396
194,9.491873771391777,10.0,27.359374999999996,8.147053181745973,5134.705288937312,1336,4.0,4,100.0,100,0,0.32020792777273993,47.0,73.50000000000001,23.0,59.0,12.0,21.0,12.0,21.0,10.309198503819061,100.0,100.0,100.0
195,1.4322187769325723,65.0,23.5,14.302103810137067,2558.548859000439,1349,4.0,4,41.17647058823529,100.0,10,0.3170210128387604,45.68421052631579,73.57894736842105,23.36842105263158,56.684210526315795,21.894736842105264,58.052631578947356,19.157894736842106,40.84210526315789,119.11960092402296,59.94939553862563,21.1128292291855,38.898805616302596
196,-13.818789282187222,35.0,27.52631578947369,11.27760859447371,4227.22456452711,1356,4.0,4,28.57142857142857,100.0,5,0.3152817497750495,30.555555555555557,65.77777777777779,30.88888888888889,67.22222222222221,27.888888888888886,52.888888888888886,28.22222222222222,60.777777777777764,100.0,100.0,26.424636712181382,12.496577143403035
197,8.444138409791412,10.0,29.388888888888886,5.033650728800817,7202.169359778054,1358,4.0,4,100,100,0,0.3148090635722891,28.500000000000004,41.0,1.0,1.0,22.0,35.0,20.5,58.5,32.98451299633598,100.0,100.0,100.0
198,13.823849507864143,45.0,18.0,10.931026503476463,5909.910195499833,1367,4.0,4,42.857142857142854,100.0,4,0.3126125477293428,38.77777777777778,53.77777777777778,18.555555555555557,55.00000000000001,31.77777777777777,70.1111111111111,19.0,59.33333333333333,13.097822330665723,27.61316944347022,29.798805224062463,70.00460966664832
199,1.4782932789572119,40.0,27.02777777777778,9.38617889584507,3779.0707317771094,1375,4.0,4,29.411764705882355,100.0,12,0.3095012268952905,42.1578947368421,71.63157894736842,24.89473684210526,75.26315789473684,31.73684210526315,73.3157894736842,26.157894736842096,72.94736842105262,13.422630748209485,100.0,21.975312373069755,44.624553001631284
200,6.226600431225943,15.0,31.23684210526315,7.597836203776687,4121.626818840971,1378,4.0,4,100.0,100,0,0.30872824719433983,26.0,27.666666666666668,1.0,1.0,18.666666666666668,32.33333333333333,1.0,1.0,42.19453867020396,100.0,15.877235668691961,100.0
201,3.831712411535503,20.0,11.666666666666668,11.379429262338984,7861.549145668202,1382,4.0,4,50.0,100.0,1,0.30780321941215266,40.5,44.5,7.999999999999999,24.5,21.5,50.0,1.0,1.0,11.551122752280207,55.97628849936882,33.1420464994153,100.0
202,-29.48446426866938,70.0,17.750000000000004,15.439239888360706,3503.80941649928,1396,4.0,4,11.11111111111111,100.0,16,0.30473976410205267,52.849999999999994,67.85000000000001,26.949999999999996,63.74999999999999,28.749999999999996,67.25,13.649999999999999,33.89999999999999,9.071794353076257,17.964591499912785,21.42609935794358,60.29225692722581
203,1.1691210822321612,10.0,30.55,15.670440092177829,4673.156900749746,1398,4.0,4,100,100,0,0.30413074153114394,35.0,65.0,46.0,82.0,22.0,36.5,13.0,35.0,100.0,100.0,10.892053000134183,100.0
204,3.045358518414109,45.0,28.999999999999996,12.556594931891132,5961.73540950258,1407,4.0,4,60.0,100.0,4,0.3018577271301075,35.833333333333336,61.583333333333336,40.833333333333336,70.16666666666667,18.000000000000004,34.66666666666667,11.666666666666666,33.916666666666664,32.60735133387951,40.941611333012894,10.900090669262378,20.831324556396186
205,-4.28574036190666,45.0,26.583333333333332,12.531926548157092,3236.1248480004483,1416,4.0,4,25.0,100.0,6,0.29990152735150444,42.400000000000006,71.80000000000001,32.4,54.50000000000001,31.8,56.8,14.999999999999996,48.00000000000001,14.07415633002529,41.71891722184632,23.282525443452567,100.0
206,3.3362863121699036,90.0,30.4,10.791629114008236,7110.492119999253,1434,4.0,4,38.88888888888889,100.0,11,0.29691671475524006,43.0,64.39999999999999,31.399999999999995,48.199999999999996,21.1,59.650000000000006,6.550000000000001,14.799999999999999,29.36288250283623,61.85832666637402,45.107194834256205,32.0687339477849
207,-11.448297238642553,40.0,25.512500000000003,15.25485607142259,6036.107945349431,1442,4.0,4,23.076923076923077,100.0,10,0.2945502677882049,38.6,63.53333333333335,45.20000000000001,65.26666666666667,21.799999999999997,65.8,29.266666666666662,58.86666666666665,157.35662562547077,25.71310475032078,100.0,19.6434252520703
208,-12.66069333247869,65.0,33.71666666666667,10.355784679901681,5838.132094199925,1455,4.0,4,41.17647058823529,100.0,10,0.291618714363681,42.526315789473685,67.0,22.894736842105264,67.78947368421053,24.894736842105267,75.26315789473685,14.473684210526319,36.05263157894736,12.623337073959052,40.04264453822263,17.473058081164847,42.25382676992852
209,9.016188211133542,10.0,26.197368421052623,11.077019333730656,3579.0815120003813,1457,4.0,4,100.0,100,0,0.2908903962601255,31.33333333333333,41.333333333333336,17.666666666666668,50.66666666666667,23.0,70.66666666666667,34.99999999999999,79.0,17.68150999851059,100.0,100.0,100.0
210,-2.4066464457509396,40.0,26.75,8.812083258093589,6739.364369330967,1465,4.0,4,28.57142857142857,100.0,5,0.2892944928300246,46.0,69.0,21.444444444444443,64.0,20.111111111111114,38.44444444444445,26.222222222222218,51.22222222222222,27.861876246970496,21.457794999150792,34.12984387468896,100.0
211,-13.30580382225982,70.0,28.44444444444444,12.739084391661248,6503.853800445439,1479,4.0,4,25.0,100.0,12,0.28641524825313086,38.22222222222222,60.722222222222214,26.05555555555556,57.333333333333336,30.277777777777782,54.33333333333334,15.111111111111109,45.44444444444444,42.94945028699918,20.227498644193734,14.494262215261447,25.992890428772494
212,5.7941154273188005,5.0,27.416666666666668,10.052488518960768,5818.322285221964,1480,4.0,4,100,100,0,0.28612890460868984,35.0,65.0,23.0,59.0,23.0,59.0,23.0,59.0,100.0,100.0,100.0,12.78812099917559
213,13.86014297955192,40.0,26.0,5.19615242270663,5351.443823994487,1488,4.0,4,55.55555555555556,100.0,4,0.2844168444482641,32.0,48.9090909090909,23.363636363636367,69.09090909090908,22.818181818181817,59.818181818181806,18.272727272727273,41.54545454545454,36.37783512567694,24.974038253458275,77.3580712495459,52.20841812533763
214,-20.910775718145192,70.0,24.113636363636367,6.097642722363612,5736.970626090293,1502,4.0,4,12.5,100.0,14,0.28158614536048016,32.0,67.44444444444444,33.888888888888886,61.00000000000001,23.22222222222222,39.83333333333333,13.444444444444445,42.77777777777778,18.663208073225437,10.806701213628653,72.87776792852257,68.57292821212988
215,9.10905673853199,45.0,25.638888888888882,9.1493605421544,4634.829733666265,1511,4.0,4,55.55555555555556,100.0,4,0.2799012669248015,32.81818181818182,58.9090909090909,22.81818181818182,42.63636363636363,33.36363636363636,62.63636363636363,20.81818181818182,61.818181818181806,55.1817373311173,37.322339888325786,43.85523266488841,20.34519822595434
216,5.575500385208241,5.0,27.45454545454545,7.426571978319978,7636.111910183073,1512,4.0,4,100,100,0,0.2797613162913391,43.0,57.99999999999999,23.0,48.0,25.0,55.00000000000001,13.0,35.0,14.536031005263794,100.0,100.0,100.0
217,7.702879784002565,65.0,26.0,10.816653826391967,8564.80822100275,1525,4.0,4,53.84615384615385,100.0,6,0.2772541368328408,32.06666666666666,69.46666666666667,27.266666666666673,61.53333333333335,18.133333333333333,45.79999999999998,10.333333333333334,18.26666666666667,26.79648622937608,73.75499577218972,32.312669463079565,33.36694130792659
218,12.385006371542916,70.0,21.949999999999996,9.442454325256081,6285.001012734331,1539,4.0,4,57.14285714285714,100.0,6,0.2750444019859935,33.0625,53.25,20.5,46.62499999999999,20.0,50.93749999999999,11.5625,31.437499999999996,78.053153358113,52.46414728691369,44.187307071427185,23.09777178587475
219,36.351916194161184,70.0,21.28125,9.775710316799797,12369.46565231301,1553,4.0,4,55.55555555555556,100.0,8,0.2723069834645546,48.550000000000004,59.19999999999999,19.5,59.650000000000006,23.400000000000006,61.29999999999999,18.25,36.5,30.594957857309574,24.78982214462511,30.993052643524216,69.3566430001478
220,9.586722933606675,10.0,27.425000000000004,13.38162588420162,4743.538301949593,1555,4.0,4,100.0,100,0,0.2714910829848368,50.0,65.0,13.0,35.0,15.0,48.0,35.0,79.0,16.35073549914523,100.0,100.0,100.0
221,6.49146484191087,15.0,28.249999999999996,15.221284439888768,8625.196835997485,1558,4.0,4,100.0,100,0,0.2709485079197631,34.66666666666667,44.66666666666667,10.333333333333334,32.33333333333333,1.0,1.0,34.99999999999999,79.0,41.37350866997925,23.890083000878803,100.0,100.0
222,8.95134021691195,10.0,20.25,15.293186737829492,5465.073045335885,1560,4.0,4,100,100,0,0.27040701719122817,55.49999999999999,73.50000000000001,1.0,1.0,1.0,1.0,35.0,79.0,14.193004499247763,100.0,100.0,100.0
223,-26.659158432388118,70.0,23.125,23.310996384800845,5282.060536002973,1574,4.0,4,23.076923076923077,100.0,10,0.26811772843926185,53.533333333333324,70.06666666666666,21.266666666666666,58.13333333333331,14.333333333333334,37.39999999999999,7.600000000000001,19.400000000000002,87.26222385739675,27.15127657107327,30.479777714208467,74.44686485853579
224,1.3294646269337145,10.0,24.183333333333337,18.451950666570475,7187.2144017999135,1576,4.0,4,100.0,100,0,0.2674481040774214,48.5,70.0,26.0,69.0,26.0,69.0,15.0,48.0,13.549462000810308,100.0,100.0,100.0
225,-10.141300026575323,50.0,28.874999999999996,12.209583900116773,4225.450735502818,1586,4.0,4,20.0,100.0,12,0.2647862887910935,55.705882352941174,74.76470588235294,38.23529411764706,67.3529411764706,21.529411764705884,52.058823529411754,24.529411764705884,73.70588235294117,27.4560631022905,20.108339500584407,64.67522339895368,13.41767000121763
226,1.8594235030112536,10.0,35.0,13.974165938091904,3251.2327432349966,1588,4.0,4,100.0,100,0,0.2643893079145252,45.0,55.00000000000001,48.0,65.0,26.0,38.0,13.0,35.0,100.0,100.0,13.771115001873113,100.0
227,10.09261547794684,35.0,32.99999999999999,14.641336266791066,4627.887990998715,1595,4.0,4,50.0,100.0,4,0.2626759235644717,39.0,55.199999999999996,37.7,49.099999999999994,31.0,45.0,25.4,76.29999999999998,23.454509425209835,61.28686128670649,100.0,10.130298143069792
228,-7.513590443912367,30.0,33.275,7.811349482532393,3561.5738801010593,1601,4.0,4,21.428571428571427,100.0,11,0.260061604083292,46.68750000000001,73.875,31.874999999999996,59.375,33.0625,64.625,22.1875,56.00000000000001,25.842043334948055,10.989648331208931,41.05886366523919,100.0
229,-6.055265141902572,70.0,33.453125,9.392885008124193,2781.5289119384943,1615,4.0,4,40.0,100.0,9,0.2574733039884987,51.64705882352942,67.76470588235296,29.529411764705888,62.411764705882355,21.88235294117647,66.05882352941175,19.235294117647058,53.88235294117646,17.39241599986729,23.21240500293373,31.993497431540163,10.936665068064551
230,-0.9497400805244745,60.0,30.573529411764707,13.534954512644482,4335.520730352608,1627,4.0,4,29.411764705882355,100.0,12,0.25491076431844917,45.84210526315789,66.89473684210525,25.52631578947368,61.421052631578945,28.157894736842103,63.578947368421034,23.42105263157894,55.47368421052631,20.700814582111587,69.87806991710386,12.549160835381675,32.73767599760807
231,-9.32906270786577,30.0,30.73684210526316,10.79213122840298,4668.8071124218895,1633,4.0,4,23.52941176470588,100.0,13,0.252373728688853,34.89473684210526,64.36842105263158,28.842105263157897,71.10526315789474,34.473684210526315,69.94736842105263,22.631578947368425,59.210526315789465,25.25032000412466,40.984719999444984,13.106147166884815,69.94072699890239
232,4.982112414304991,5.0,30.210526315789476,6.47010070467291,2469.415877632089,1634,4.0,4,100.0,100,0,0.2518693596658973,16.0,17.5,23.0,59.0,35.0,69.0,15.0,48.0,18.614094995427877,100.0,100.0,100.0
233,-13.127018561560348,70.0,22.25,8.214035456539328,1185.7640279995394,1648,4.0,4,23.52941176470588,100.0,13,0.24936259404858624,43.31578947368421,70.0,31.157894736842096,68.78947368421052,33.73684210526316,55.94736842105264,17.842105263157894,49.84210526315789,9.912251001618902,22.35486386021616,17.29234221586791,55.23229478442642
234,-10.5,5.0,31.51315789473685,10.733695759586698,3835.512283474504,1649,4.0,4,6.666666666666667,100.0,14,0.24688077737253777,37.5,61.0625,29.937499999999993,69.0625,29.125,66.875,24.4375,64.75,100.0,285.8911379953497,100.0,100.0
235,5.4371787679809715,5.0,30.25,5.669685099859293,2750.4320442499193,1650,4.0,4,100,100,0,0.24675733698385152,21.0,24.0,15.0,48.0,1.0,1.0,1.0,1.0,23.908827002742328,100.0,100.0,100.0
236,17.73481800036584,20.0,9.5,8.760707733967617,12097.28706599708,1654,4.0,4,100.0,100,0,0.2460179896962517,39.75,57.49999999999999,22.5,58.50000000000001,1.0,1.0,1.0,1.0,9.88286249958037,38.49528625178209,100.0,100.0
237,-31.7517888135053,90.0,16.0625,16.37651666361798,3982.961579496987,1672,4.0,4,17.647058823529413,100.0,14,0.24356946067061477,47.89473684210526,75.3157894736842,31.894736842105264,59.26315789473685,24.210526315789473,45.89473684210525,6.789473684210526,20.105263157894736,34.448433886023444,16.156160444047096,18.600103333867285,72.52905733403168
238,23.201155019236047,80.0,27.69736842105263,16.206969576636318,4609.830603209909,1688,4.0,4,52.94117647058824,100.0,8,0.24114530097828063,38.8421052631579,54.31578947368422,25.6842105263158,46.578947368421055,21.105263157894736,38.421052631578945,15.105263157894733,44.05263157894736,112.85861162514266,40.79284437411843,61.94890037513687,16.04594688033103
239,-6.833157164649889,70.0,25.18421052631579,11.08042501853478,8430.253369368362,1702,4.0,4,31.25,100.0,11,0.2387452680799943,51.277777777777764,68.8888888888889,31.111111111111107,64.61111111111111,26.88888888888889,62.999999999999986,25.388888888888893,60.38888888888888,18.86667392900563,11.171677428397484,52.96115192800893,27.4284177874506
240,9.168070731263427,10.0,33.666666666666664,12.130092211666883,7587.582178555345,1704,4.0,4,100.0,100,0,0.23838732920698225,28.000000000000004,38.0,10.0,11.0,8.0,24.5,1.0,1.0,16.026683999371016,100.0,100.0,100.0
241,7.622723306778951,75.0,11.75,10.532154478942854,10520.311773503636,1719,4.0,4,35.294117647058826,100.0,11,0.23601474541492687,52.84210526315789,70.15789473684212,24.526315789473678,52.263157894736835,25.0,75.94736842105263,14.36842105263158,33.89473684210526,15.602116930919388,36.85396533391516,16.69737806621318,47.136425734400596
242,-16.604848173064052,90.0,29.18421052631579,15.077426037570527,4267.686456526128,1737,4.0,4,31.25,100.0,11,0.23366577510043782,41.111111111111114,72.38888888888889,32.333333333333336,57.33333333333333,16.0,38.99999999999999,22.833333333333336,43.722222222222214,27.141921000697444,17.284741331807002,22.08294211167312,94.96780616666203
243,-26.031793458842348,65.0,28.069444444444446,11.95631990020849,5166.896177443657,1750,4.0,4,18.75,100.0,13,0.23134018324702182,39.11111111111112,62.500000000000014,37.77777777777778,64.38888888888889,28.888888888888886,63.888888888888886,22.88888888888889,69.94444444444444,31.960306614928413,33.59158830683624,12.426857079285233,17.52985715138493
244,2.4599138059127945,10.0,32.16666666666667,8.91814976476119,6571.645779110339,1752,4.0,4,100.0,100,0,0.23076241085025953,34.0,57.99999999999999,36.0,48.5,26.0,69.0,15.0,48.0,100.0,10.733764498581877,100.0,100.0
245,2.1558818863435434,85.0,27.749999999999996,8.448977975153669,3380.3447795035027,1769,4.0,4,37.5,100.0,10,0.2284657151423951,44.833333333333336,65.27777777777779,45.83333333333333,67.77777777777777,30.500000000000004,50.72222222222222,21.5,54.49999999999999,16.25163353061961,13.705101351661142,89.2618101745029,21.863905941684017
246,9.515545127723698,10.0,35.66666666666667,11.192230745040241,5244.7343706112915,1771,4.0,4,100.0,100,0,0.2278951217333163,37.0,51.5,12.0,21.0,31.5,36.5,20.5,58.5,12.905878498713719,100.0,100.0,100.0
247,8.668450497144448,10.0,25.25,10.574247871271677,12351.513870999042,1773,4.0,4,100,100,0,0.227439673218599,55.49999999999999,77.0,12.0,21.0,27.0,31.0,15.0,48.0,10.18949699573568,100.0,100.0,100.0
248,-23.857568119802096,60.0,27.375,17.192491714259162,3097.146544499992,1785,4.0,4,20.0,100.0,12,0.22517604752949924,57.23529411764705,78.41176470588236,28.64705882352942,57.1764705882353,26.411764705882355,49.0,16.647058823529413,50.94117647058823,25.740202830638736,18.961895583561272,11.32428333282102,49.317143416071
249,10.235807352065688,10.0,32.23529411764706,16.392716935316063,4801.108935235414,1787,4.0,4,100.0,100,0,0.22461367006939464,36.0,48.0,30.0,42.0,11.0,14.000000000000002,27.0,82.0,13.008630499825813,100.0,100.0,100.0
250,-18.045157468233313,80.0,26.0,9.403210798905205,3208.107831000234,1803,4.0,4,23.52941176470588,100.0,13,0.22237817057848835,53.10526315789473,76.73684210526315,38.631578947368425,70.10526315789475,28.315789473684212,59.26315789473684,20.21052631578947,56.99999999999999,10.879067872792803,16.917696813015937,21.820021938037826,60.7652015018175
251,2.7576267684009323,20.0,35.06578947368421,14.040425033045612,3919.30416394768,1807,4.0,4,14.285714285714285,100.0,6,0.22115814375818577,39.44444444444445,62.11111111111111,39.22222222222223,63.0,33.33333333333333,60.999999999999986,17.222222222222218,51.11111111111111,58.24127700252575,12.981342248167493,100.0,33.06088900026225
252,6.04534133532148,15.0,32.30555555555556,11.130701097973736,5511.79415510948,1810,4.0,4,100.0,100,0,0.22071615909731984,37.99999999999999,75.33333333333333,28.666666666666668,43.66666666666667,16.666666666666664,20.333333333333332,15.0,48.0,20.264381998761866,100.0,40.84533733645609,100.0
253,-19.524746386096073,80.0,24.583333333333332,10.027770436737704,6487.525026997901,1826,4.0,4,23.52941176470588,100.0,13,0.21851945013858012,39.42105263157895,75.05263157894738,29.47368421052632,63.6842105263158,45.526315789473685,63.15789473684209,16.42105263157895,28.789473684210527,50.207724501160556,33.23437574945274,10.213619873411517,61.428424062251
254,-13.509154727947472,60.0,32.71052631578948,12.034441767650277,4159.895866789922,1838,4.0,4,50.0,100.0,8,0.21634460423811916,37.111111111111114,70.5,21.88888888888889,42.611111111111114,35.777777777777786,64.88888888888889,29.33333333333334,54.888888888888886,132.0009724165478,17.52642816863954,14.031742997758556,36.52317124979163
255,-33.0,50.0,31.027777777777775,8.22158826898867,5264.295008556171,1848,4.0,4,86,100.0,14,0.2141914038007406,44.0,75.0,42.43749999999999,56.18749999999999,23.25,55.625,23.0,52.87500000000001,100.0,11.0268435018952,30.88661989706452,82.48875620018225
256,10.05516728532617,20.0,33.17187499999999,11.230850710182784,3698.110103312956,1852,4.0,4,100.0,100,0,0.21322946795894776,23.25,26.75,54.49999999999999,68.75,28.500000000000004,38.49999999999999,15.0,48.0,56.050179501471575,12.50102800258901,33.364328497918905,100.0
257,12.667608381009977,20.0,30.312499999999996,14.978705354223537,4526.375941000879,1856,4.0,4,100.0,100,0,0.21269692709625013,32.25,60.00000000000001,42.5,55.00000000000001,31.0,42.0,19.0,53.49999999999999,13.908950502809603,56.63790800172137,100.0,33.42907375044888
258,0.8103741132144187,35.0,31.1875,9.071737116074388,3612.098211000557,1863,4.0,4,33.33333333333333,100.0,6,0.21142424919037942,42.90909090909091,62.54545454545455,41.36363636363637,66.45454545454545,25.545454545454543,60.181818181818194,11.909090909090908,36.18181818181817,23.392593286657107,35.9964072853992,11.471614001493435,73.92532714376492
259,-20.67731455082693,70.0,30.431818181818183,13.72547635290466,4783.036567999013,1877,4.0,4,25.0,100.0,12,0.2093200192862765,48.72222222222222,70.22222222222221,35.16666666666667,61.61111111111111,28.77777777777778,65.27777777777777,10.833333333333334,32.77777777777778,9.916012573480007,36.477404354393784,18.23694421244519,31.598725857475074
260,9.603496691922345,10.0,30.874999999999996,14.69003922889307,4720.731391222216,1879,4.0,4,100,100,0,0.20869284365538623,47.0,65.0,12.0,21.0,11.0,14.000000000000002,15.0,48.0,12.196963500173297,100.0,100.0,100.0
261,1.6513144196656189,10.0,21.250000000000004,14.941721801294253,3675.6553249979333,1881,4.0,4,100.0,100,0,0.20817163301755612,34.0,51.0,21.000000000000004,64.99999999999999,1.0,1.0,1.0,1.0,100.0,12.797223000234226,100.0,100.0
262,-8.890630223925855,60.0,14.250000000000002,14.245431847392592,4941.110528499848,1893,4.0,4,29.411764705882355,100.0,12,0.20609977523842765,40.94736842105263,71.5263157894737,28.684210526315784,67.15789473684211,24.631578947368418,60.473684210526315,14.57894736842105,27.789473684210524,18.602048834630597,33.897634001186816,27.055673829575728,15.131440248903042
263,10.465281271957029,85.0,27.21052631578948,10.098792123009389,3279.6852311052803,1910,4.0,4,41.17647058823529,100.0,10,0.20404853791845934,40.736842105263165,63.1578947368421,30.894736842105257,65.10526315789474,21.47368421052632,42.78947368421052,17.52631578947369,32.68421052631579,18.045300881888526,17.9056586464867,718.499750351047,75.03593241237789
264,2.2732201590778143,45.0,27.657894736842103,11.126825868963456,7561.6967960515085,1919,4.0,4,36.36363636363637,100.0,7,0.20252351857031958,45.53846153846153,65.84615384615385,24.076923076923077,73.15384615384615,34.15384615384616,56.53846153846154,24.923076923076916,65.30769230769228,52.561472002546196,100.0,12.082383890325824,232.29094844621918
265,8.534553573146248,10.0,32.17307692307691,9.458789013007015,5673.2028067703,1921,4.0,4,100.0,100,0,0.20221988515978762,55.49999999999999,77.0,1.0,1.0,32.0,59.0,26.0,69.0,10.952211501717102,100.0,100.0,100.0
