episode,total_reward,success_rate,avg_util,avg_imbalance,avg_response_time,constraint_violations,projections,deployed_pods,avg_available_nodes,min_available_nodes,safety_compliance_rate,minikube_avg_cpu,minikube-m02_avg_cpu,minikube-m03_avg_cpu,minikube-m04_avg_cpu,minikube_avg_mem,minikube-m02_avg_mem,minikube-m03_avg_mem,minikube-m04_avg_mem,minikube_avg_rt,minikube-m02_avg_rt,minikube-m03_avg_rt,minikube-m04_avg_rt,epsilon
19,16.790708164648702,100.0,27.05,7.069048337746567,6756.774128600955,3,3,144,4.0,4,26.66666666666667,38.00000000000001,27.000000000000014,20.333333333333332,23.0,69.86666666666665,74.33333333333336,53.06666666666665,63.39999999999999,43.99096340251466,43.99096340251466,43.99096340251466,43.99096340251466,0.9518429917015677
20,58.9999229273972,100.0,27.083333333333325,7.800255304039551,4033.701483333425,11,11,146,4.0,4,50.0,44.0,35.0,14.000000000000002,21.0,85.0,93.0,38.0,69.0,13.29934099703678,13.29934099703678,13.29934099703678,13.29934099703678,0.9498460092939975
21,7.044352995271446,100.0,28.500000000000004,11.859016382755431,3796.483995000017,1,1,152,4.0,4,33.33333333333334,46.0,30.000000000000004,31.499999999999993,22.0,88.66666666666666,84.0,78.83333333333334,70.66666666666667,11.383529665181413,11.383529665181413,11.383529665181413,11.383529665181413,0.9458646047955807
22,29.77944598659143,100.0,32.37500000000001,9.069181191163844,3660.835811002471,4,4,160,4.0,4,25.0,27.0,26.25,40.5,19.124999999999996,59.12500000000001,81.75000000000001,96.5,69.37499999999999,10.728884250966075,10.728884250966075,10.728884250966075,10.728884250966075,0.9426915003368964
23,33.07026418074028,100.0,28.218749999999996,8.520741580220932,6177.175373500177,6,6,161,4.0,4,0.0,28.999999999999996,28.000000000000004,42.0,12.0,68.0,93.0,99.0,48.0,12.083184999937657,12.083184999937657,12.083184999937657,12.083184999937657,0.941899888877865
24,3.841949523346835,100.0,27.749999999999996,10.638961415476606,2978.8679370030877,1,1,162,4.0,4,0.0,28.999999999999996,28.000000000000004,42.0,12.0,68.0,93.0,99.0,48.0,9.54997099324828,9.54997099324828,9.54997099324828,9.54997099324828,0.9385429494861058
25,3.841949523346835,100.0,27.749999999999996,10.638961415476606,2849.090775998775,1,1,171,4.0,4,22.222222222222214,30.44444444444444,23.0,18.444444444444446,13.222222222222221,72.77777777777777,67.44444444444446,41.888888888888886,53.33333333333334,12.107641665756496,12.107641665756496,12.107641665756496,12.107641665756496,0.9361805510652061
26,25.727591583530387,100.0,21.27777777777778,9.225466412323819,10001.112885332583,7,7,188,4.0,4,64.70588235294117,17.882352941176467,22.529411764705888,18.588235294117645,16.94117647058824,26.29411764705883,69.6470588235294,41.29411764705882,55.35294117647061,22.96098764610874,22.96098764610874,22.96098764610874,22.96098764610874,0.9322564271326207
27,44.01573826982946,100.0,18.985294117647058,4.083779713487774,6979.9721061187,6,6,196,4.0,4,62.5,18.0,25.5,18.25,10.750000000000002,22.375,84.5,48.125,22.249999999999996,12.192555625915702,12.192555625915702,12.192555625915702,12.192555625915702,0.9291289742069339
28,14.568326148707783,100.0,18.125,5.964403590374124,3967.9300281231917,3,3,206,4.0,4,40.0,35.0,28.000000000000007,33.4,20.099999999999998,78.4,93.0,79.0,39.699999999999996,16.273663499305258,16.273663499305258,16.273663499305258,16.273663499305258,0.926984938459669
29,37.238268931074025,100.0,29.124999999999996,6.768186959807208,3914.7758459992474,6,6,219,4.0,4,7.692307692307693,35.30769230769231,5.0,33.07692307692307,32.76923076923077,84.92307692307693,13.0,71.84615384615385,88.4615384615385,11.454374462258643,11.454374462258643,11.454374462258643,11.454374462258643,0.9242633197007875
30,36.28787460635859,100.0,26.538461538461533,13.131734211426908,5984.26521023066,12,12,224,4.0,4,60.0,28.800000000000004,2.4,20.0,28.4,69.4,3.6000000000000005,55.00000000000001,71.6,16.973576998861972,16.973576998861972,16.973576998861972,16.973576998861972,0.9227116981248251
31,11.159669288920973,100.0,19.900000000000002,10.9178040493153,5122.435485999449,2,2,226,4.0,4,50.0,31.0,4.5,30.0,27.0,79.0,7.500000000000001,89.0,76.0,12.021623497275868,12.021623497275868,12.021623497275868,12.021623497275868,0.9211626813579725
32,6.106470518773214,100.0,23.125,10.855410911596126,3551.8808160013577,1,1,229,4.0,4,33.33333333333334,35.666666666666664,3.3333333333333335,30.0,27.0,85.66666666666669,5.333333333333334,89.0,76.00000000000001,11.08674000230773,11.08674000230773,11.08674000230773,11.08674000230773,0.9196162650273655
33,9.157733928226278,100.0,24.0,12.413211569973665,3197.878237333498,2,2,231,4.0,4,50.0,38.0,12.5,30.0,35.0,89.0,24.5,89.0,89.0,10.515664998820284,10.515664998820284,10.515664998820284,10.515664998820284,0.9176868948276733
34,7.991312738600152,100.0,28.875,9.893253573806627,3386.228604500502,1,1,242,4.0,4,45.45454545454546,28.636363636363637,20.09090909090909,11.545454545454547,25.54545454545455,63.272727272727266,36.636363636363626,35.909090909090914,72.72727272727273,11.011652273406401,11.011652273406401,11.011652273406401,11.011652273406401,0.9148004265936591
35,31.601480406064063,100.0,21.454545454545457,8.699834934666615,3937.88074136418,6,6,244,4.0,4,50.0,28.000000000000004,31.0,6.0,18.0,55.00000000000001,55.00000000000001,18.0,48.0,10.530230498261517,10.530230498261517,10.530230498261517,10.530230498261517,0.9138402894880131
36,5.0199501213553805,100.0,20.75,9.842031619557298,3664.8347430018475,1,1,245,4.0,4,100.0,36.0,23.0,11.0,1.0,75.0,42.0,35.0,1.0,13.517416002287064,13.517416002287064,13.517416002287064,13.517416002287064,0.9128811601029964
37,1.6630849723592318,100.0,17.75,13.102957681378658,3954.418818000704,0,0,248,4.0,4,100.0,36.00000000000001,33.0,15.666666666666664,3.0000000000000004,75.0,76.00000000000001,43.66666666666667,4.333333333333334,9.993689665861893,9.993689665861893,9.993689665861893,9.993689665861893,0.9107746174220556
38,7.043102607370406,100.0,21.916666666666664,13.448703785706357,4688.500965334242,0,0,265,4.0,4,64.70588235294117,33.88235294117647,24.176470588235297,16.823529411764707,18.058823529411764,64.29411764705883,62.41176470588235,43.41176470588235,48.411764705882355,21.53627123505644,21.53627123505644,21.53627123505644,21.53627123505644,0.9069569858024384
39,55.36011614590518,100.0,23.235294117647058,7.951099549570808,8300.63820817732,6,6,269,4.0,4,100.0,26.0,16.5,10.0,6.5,62.000000000000014,58.5,17.5,24.5,12.846893001551507,12.846893001551507,12.846893001551507,12.846893001551507,0.9050541749808422
40,7.4815921915592325,100.0,14.75,8.212889729425637,5890.711645499323,0,0,275,4.0,4,66.66666666666667,27.166666666666668,17.999999999999996,19.666666666666668,23.0,57.333333333333336,62.0,44.0,96.0,12.836187832969395,12.836187832969395,12.836187832969395,12.836187832969395,0.9037245832209932
41,18.248956482917674,100.0,21.958333333333336,4.376621900952114,5732.272053500007,2,2,276,4.0,4,100.0,35.0,21.0,27.0,23.0,79.0,69.0,76.0,96.0,10.819606002769433,10.819606002769433,10.819606002769433,10.819606002769433,0.9022074413717339
42,4.383713312530426,100.0,26.5,5.361902647381803,5168.862680999155,0,0,290,4.0,4,28.57142857142857,34.0,4.357142857142858,15.071428571428575,16.500000000000004,82.64285714285712,10.071428571428573,50.857142857142854,66.14285714285715,18.43789414280244,18.43789414280244,18.43789414280244,18.43789414280244,0.899558569103194
43,27.884888283932987,100.0,17.48214285714286,11.197947720586686,9580.880487212979,10,10,304,4.0,4,35.71428571428571,22.928571428571427,24.28571428571429,18.142857142857146,24.57142857142857,52.57142857142857,70.71428571428571,67.0,73.00000000000001,13.773848570833382,13.773848570833382,13.773848570833382,13.773848570833382,0.8959761060078169
44,44.7992546914062,100.0,22.482142857142854,6.958751495529418,6424.381905214042,9,9,305,4.0,4,100.0,23.0,35.0,12.0,30.0,57.99999999999999,93.0,48.0,96.0,9.83520899899304,9.83520899899304,9.83520899899304,9.83520899899304,0.8948477686365143
45,3.5799300506893346,100.0,25.0,8.631338250816034,6896.432204994198,0,0,311,4.0,4,83.33333333333334,23.0,24.166666666666668,2.0,12.0,37.666666666666664,54.666666666666664,2.666666666666667,48.0,16.075699000793975,16.075699000793975,16.075699000793975,16.075699000793975,0.8931579263182042
46,9.851342654897223,100.0,15.291666666666668,9.883437674189665,8112.275705500603,1,1,319,4.0,4,75.0,35.75,22.5,17.5,10.125,66.75,58.5,33.75,38.0,12.257498625331209,12.257498625331209,12.257498625331209,12.257498625331209,0.890909766150464
47,20.981341833469635,100.0,21.468750000000004,10.024597544896116,4531.6871716268,2,2,321,4.0,4,50.0,38.0,30.0,22.0,5.5,72.0,96.0,42.0,11.0,11.220661501283757,11.220661501283757,11.220661501283757,11.220661501283757,0.8890406226622566
48,4.367431167933376,100.0,23.874999999999996,12.05839447681396,3439.307810000173,1,1,322,4.0,4,0.0,45.0,30.0,22.0,10.0,85.0,96.0,42.0,21.0,11.876773998665158,11.876773998665158,11.876773998665158,11.876773998665158,0.8873617466349287
49,2.635134531364761,100.0,26.75,12.71563997602952,4022.469291994639,1,1,331,4.0,4,88.88888888888889,23.77777777777778,18.000000000000004,30.44444444444444,25.888888888888893,39.33333333333333,64.0,59.88888888888889,54.77777777777778,12.813228556802237,12.813228556802237,12.813228556802237,12.813228556802237,0.8855000469506005
50,27.297088813503485,100.0,24.52777777777778,8.031625256401169,6922.618226444885,1,1,333,4.0,4,100.0,16.0,20.0,38.0,31.0,28.000000000000004,62.0,76.0,62.0,9.705214000859996,9.705214000859996,9.705214000859996,9.705214000859996,0.8849422990644771
51,6.780258327907422,100.0,26.25,8.8764590469672,5554.705415997887,0,0,334,4.0,4,100.0,28.000000000000004,12.0,32.0,31.0,55.00000000000001,48.0,65.0,62.0,12.584260999574326,12.584260999574326,12.584260999574326,12.584260999574326,0.8840134998280671
52,3.739580799652641,100.0,25.75,8.073877630977572,10332.440644000599,0,0,335,4.0,4,100.0,35.0,1.0,32.0,16.0,68.0,1.0,65.0,31.0,547.3290290028672,547.3290290028672,547.3290290028672,547.3290290028672,0.8823441170857454
53,1.9281340946447494,100.0,21.0,13.619838471876236,12146.854033999261,0,0,339,4.0,4,100.0,32.0,12.0,25.5,8.5,64.99999999999999,48.0,49.25,13.5,27.00626600017131,27.00626600017131,27.00626600017131,27.00626600017131,0.8797535633440203
54,9.363225765439571,100.0,19.5,9.718662455858563,5345.314752999911,0,0,353,4.0,4,78.57142857142857,27.35714285714285,15.357142857142852,18.285714285714285,23.35714285714286,46.5,50.42857142857142,35.14285714285714,57.07142857142856,13.421287072560517,13.421287072560517,13.421287072560517,13.421287072560517,0.8760659605533324
55,33.303349538882735,100.0,21.089285714285715,7.644652602685885,6682.3238179297605,3,3,355,4.0,4,50.0,35.0,10.0,17.0,28.000000000000004,68.0,16.0,35.0,82.0,10.576742501143599,10.576742501143599,10.576742501143599,10.576742501143599,0.8755141548935971
56,5.205047353183152,100.0,22.5,9.695489590558052,3121.772564998537,1,1,362,4.0,4,28.57142857142857,35.0,18.285714285714285,16.71428571428571,32.57142857142858,68.0,54.99999999999999,33.57142857142858,90.00000000000001,14.196147713976513,14.196147713976513,14.196147713976513,14.196147713976513,0.8736773116535416
57,22.526342610928438,100.0,25.642857142857146,8.42941024225126,4063.2938485702784,5,5,363,4.0,4,0.0,36.0,18.0,15.0,28.000000000000004,75.0,59.0,25.0,82.0,8.858324996253941,8.858324996253941,8.858324996253941,8.858324996253941,0.8722106121337238
58,3.350002603046077,100.0,24.250000000000004,8.317902379807062,3723.66193599737,1,1,365,4.0,4,100.0,28.000000000000004,18.0,22.5,24.5,55.00000000000001,59.0,41.5,75.49999999999999,11.11038599992753,11.11038599992753,11.11038599992753,11.11038599992753,0.8698324750836969
59,7.171119173159769,100.0,23.25,3.941347815879774,4784.0603980002925,0,0,370,4.0,4,40.0,34.599999999999994,26.0,13.999999999999998,16.599999999999998,80.19999999999999,72.0,28.999999999999996,49.8,10.810486201080494,10.810486201080494,10.810486201080494,10.810486201080494,0.8669144366128599
60,15.418665517518741,100.0,22.799999999999997,8.498168339393576,5738.131482803146,3,3,372,4.0,4,100.0,31.0,26.0,10.0,16.0,79.0,72.0,16.0,31.0,10.85112799773924,10.85112799773924,10.85112799773924,10.85112799773924,0.8641876667341629
61,5.006341382538217,100.0,20.75,8.271940382058338,3579.290845995274,0,0,375,4.0,4,100.0,21.0,22.0,17.666666666666668,12.0,45.0,65.33333333333333,31.666666666666664,21.0,13.397023331587357,13.397023331587357,13.397023331587357,13.397023331587357,0.8630993617741797
62,6.8997420129675735,100.0,18.166666666666668,4.677351939312684,5420.676252998722,0,0,376,4.0,4,100.0,31.0,8.0,15.0,13.0,79.0,14.000000000000002,25.0,21.0,10.273375999531709,10.273375999531709,10.273375999531709,10.273375999531709,0.8603845917315859
63,1.5801521743351388,100.0,16.75,8.613216588476108,3465.8187679960974,0,0,385,4.0,4,100.0,26.333333333333336,10.555555555555555,8.444444444444445,28.22222222222222,56.99999999999999,27.88888888888889,17.555555555555557,52.11111111111112,15.038508444882204,15.038508444882204,15.038508444882204,15.038508444882204,0.8571381367510069
64,18.01205770751749,100.0,18.38888888888889,9.720666970355897,6821.706363444618,0,0,391,4.0,4,66.66666666666667,24.5,20.0,21.333333333333336,27.166666666666668,44.5,62.0,78.16666666666666,64.33333333333333,11.697105832960611,11.697105832960611,11.697105832960611,11.697105832960611,0.8558789372078409
65,22.506158660029403,100.0,23.25,3.610687867124416,5172.353077500399,2,2,406,4.0,4,20.0,15.26666666666667,22.93333333333333,29.199999999999992,24.533333333333342,17.200000000000003,68.66666666666667,92.80000000000004,80.0,11.920615865771348,11.920615865771348,11.920615865771348,11.920615865771348,0.8526494832343815
66,41.90338710132223,100.0,22.98333333333333,6.168462005427499,5214.451547801339,12,12,410,4.0,4,75.0,23.5,30.0,9.75,25.5,31.500000000000007,89.0,16.75,70.5,12.429713749952498,12.429713749952498,12.429713749952498,12.429713749952498,0.8501461126486874
67,10.580480712314074,100.0,22.1875,7.642615530891869,5138.9746347504115,1,1,423,4.0,4,46.15384615384615,33.23076923076923,18.846153846153843,20.615384615384617,22.846153846153847,52.0,55.15384615384614,51.0,51.84615384615384,12.326255076354405,12.326255076354405,12.326255076354405,12.326255076354405,0.8465826133823937
68,40.949297948001536,100.0,23.884615384615387,6.771581040286953,6471.242589768595,7,7,424,4.0,4,100.0,33.0,20.0,27.0,27.0,51.0,55.00000000000001,79.0,79.0,10.947373004455585,10.947373004455585,10.947373004455585,10.947373004455585,0.8456940749028807
69,4.127131455577279,100.0,26.75,4.602988159880493,3552.8543740001624,0,0,439,4.0,4,60.0,31.8,21.33333333333334,17.533333333333328,24.600000000000005,47.86666666666665,57.466666666666676,55.133333333333326,69.93333333333332,11.266079734195955,11.266079734195955,11.266079734195955,11.266079734195955,0.8423261254247949
70,50.786253563931005,100.0,23.816666666666674,6.995323850075271,6353.733617198789,6,6,447,4.0,4,62.5,27.625,26.125,13.125,28.500000000000004,44.875,67.25,40.87499999999999,81.5,12.942922501679277,12.942922501679277,12.942922501679277,12.942922501679277,0.8395003628677646
71,27.285025422416634,100.0,23.84375,6.850274926469605,4679.935224000474,3,3,457,4.0,4,50.0,34.0,21.3,33.199999999999996,19.8,59.59999999999999,52.49999999999999,87.79999999999998,72.6,11.088720000407193,11.088720000407193,11.088720000407193,11.088720000407193,0.8368598204959397
72,35.85052971512157,100.0,27.075000000000003,8.033668107507115,4153.39838660002,5,5,461,4.0,4,50.0,43.0,19.0,39.75,22.0,85.0,38.24999999999999,90.99999999999999,82.0,12.615341498531052,12.615341498531052,12.615341498531052,12.615341498531052,0.8347533678082534
73,15.810084427116601,100.0,30.937499999999996,10.72641411446637,3618.102338499739,2,2,462,4.0,4,0.0,43.0,25.0,42.0,22.0,85.0,48.0,96.0,82.0,12.928354997711722,12.928354997711722,12.928354997711722,12.928354997711722,0.8333520124709909
74,4.243206169748163,100.0,32.99999999999999,9.565563234854496,3407.6756210051826,1,1,471,4.0,4,66.66666666666667,34.77777777777777,7.666666666666666,24.22222222222222,25.55555555555556,65.99999999999999,15.444444444444446,45.55555555555555,61.44444444444444,12.002346446226714,12.002346446226714,12.002346446226714,12.002346446226714,0.8305563554889891
75,22.957790864237236,100.0,23.055555555555557,10.795413916424557,10592.244694111287,3,3,477,4.0,4,50.0,18.999999999999996,21.333333333333336,8.0,28.33333333333334,24.0,49.33333333333334,12.666666666666668,83.66666666666666,10.091151335169949,10.091151335169949,10.091151335169949,10.091151335169949,0.8293362065555049
76,9.998004750785807,100.0,19.166666666666664,8.099518005179696,3597.2791010014284,3,3,478,4.0,4,100.0,28.000000000000004,33.0,13.0,30.0,45.0,89.0,21.0,96.0,8.886487004929222,8.886487004929222,8.886487004929222,8.886487004929222,0.8275962454181205
77,2.818915997042411,100.0,26.0,7.713624310270757,3018.3739109997987,0,0,489,4.0,4,27.272727272727266,37.54545454545454,36.18181818181818,18.27272727272727,29.999999999999993,62.0,93.54545454545456,30.45454545454545,96.00000000000001,10.350392181532118,10.350392181532118,10.350392181532118,10.350392181532118,0.8241272668867166
78,38.955388419103485,100.0,30.5,7.828577630119407,3128.609471635586,8,8,494,4.0,4,20.0,36.8,38.6,23.0,20.0,60.199999999999996,97.0,52.2,62.0,11.744456400629133,11.744456400629133,11.744456400629133,11.744456400629133,0.8223982341912828
79,18.52355367088815,100.0,29.599999999999998,8.424653140548747,4912.1212080004625,4,4,499,4.0,4,40.0,34.0,29.400000000000006,29.800000000000004,17.2,55.00000000000001,83.0,67.0,63.79999999999999,12.145787800545804,12.145787800545804,12.145787800545804,12.145787800545804,0.8205004877410672
80,20.970343440870273,100.0,27.599999999999998,6.567616781777126,3315.012098402076,3,3,507,4.0,4,50.0,26.25,29.375,24.5,3.25,51.0,75.25,57.75,8.5,10.728159125392267,10.728159125392267,10.728159125392267,10.728159125392267,0.8182633415950366
81,17.574476024402834,100.0,20.84375,10.48399058357224,7938.311093125776,4,4,513,4.0,4,66.66666666666667,25.0,26.0,21.5,7.5,60.66666666666668,65.0,36.333333333333336,26.333333333333336,12.536563668011999,12.536563668011999,12.536563668011999,12.536563668011999,0.8167181223179565
82,12.821953572917852,100.0,20.000000000000004,8.396990130992508,3893.293203165134,2,2,523,4.0,4,60.0,23.2,20.0,14.799999999999999,21.400000000000002,39.699999999999996,41.8,26.1,63.9,10.627604800538393,10.627604800538393,10.627604800538393,10.627604800538393,0.8132947408705233
83,23.419902350804236,100.0,19.85,6.161539321988653,4552.324553300423,4,4,539,4.0,4,56.25,21.5625,16.6875,18.875,33.625,28.375,49.4375,39.9375,90.75000000000001,10.718158312101878,10.718158312101878,10.718158312101878,10.718158312101878,0.8098857089767666
84,36.86164428301686,100.0,22.6875,8.091520785895561,4317.855803624752,7,7,556,4.0,4,52.94117647058824,23.64705882352941,20.64705882352941,37.94117647058824,23.94117647058824,30.411764705882348,66.52941176470587,75.82352941176471,67.0,13.046582412190379,13.046582412190379,13.046582412190379,13.046582412190379,0.8064909664886445
85,53.60068892347715,100.0,26.544117647058822,8.85609682380421,4905.785476295825,8,8,561,4.0,4,60.0,26.8,6.400000000000001,33.0,36.0,58.60000000000001,11.000000000000002,69.0,96.0,9.853092399134766,9.853092399134766,9.853092399134766,9.853092399134766,0.8037854206116987
86,12.276850385013823,100.0,25.549999999999994,11.710160867350158,3049.315585597651,2,2,568,4.0,4,42.85714285714286,33.28571428571428,8.142857142857144,24.28571428571428,28.000000000000004,75.71428571428571,13.0,53.42857142857144,82.0,10.625797999507215,10.625797999507215,10.625797999507215,10.625797999507215,0.802267541631389
87,19.277096456834723,100.0,23.428571428571427,10.464905650052064,3892.036891999721,4,4,586,4.0,4,50.0,35.55555555555555,5.500000000000001,11.722222222222225,30.055555555555557,70.44444444444444,8.777777777777777,38.66666666666667,71.44444444444444,11.289865444268798,11.289865444268798,11.289865444268798,11.289865444268798,0.7990725369266052
88,33.42869465367827,100.0,20.708333333333336,13.492883754981449,5209.297098666462,9,9,589,4.0,4,66.66666666666667,38.99999999999999,12.0,12.0,42.0,64.66666666666666,24.333333333333332,48.0,98.99999999999999,12.218453666719142,12.218453666719142,12.218453666719142,12.218453666719142,0.7984015274005807
89,7.681985582827696,100.0,26.25,14.362123232212687,6212.914831664723,1,1,608,4.0,4,31.578947368421055,20.894736842105264,27.789473684210524,14.315789473684209,25.89473684210526,31.63157894736843,74.21052631578947,38.63157894736841,81.31578947368423,12.391034632424923,12.391034632424923,12.391034632424923,12.391034632424923,0.7950549223702575
90,49.53629846754849,100.0,22.22368421052632,8.278844902044273,5373.733875842606,13,13,619,4.0,4,36.36363636363637,19.727272727272727,19.727272727272727,33.36363636363636,25.454545454545446,42.36363636363637,44.72727272727273,77.72727272727272,73.27272727272725,12.443069637149826,12.443069637149826,12.443069637149826,12.443069637149826,0.7917223450751586
91,29.379952824999272,100.0,24.568181818181813,8.267359745587775,5676.241903637922,7,7,626,4.0,4,57.142857142857146,33.0,11.428571428571429,28.714285714285708,28.714285714285708,92.0,25.857142857142858,79.28571428571428,55.14285714285714,12.796086429651561,12.796086429651561,12.796086429651561,12.796086429651561,0.7898953855712872
