episode,total_reward,success_rate,avg_util,avg_imbalance,avg_response_time,constraint_violations,projections,deployed_pods,avg_available_nodes,min_available_nodes,safety_compliance_rate,node1_avg_cpu,node2_avg_cpu,node3_avg_cpu,node4_avg_cpu,node1_avg_mem,node2_avg_mem,node3_avg_mem,node4_avg_mem,epsilon
113,46.37054753379211,85.71428571428571,12.589285714285717,8.653611434074586,3047.096614214232,3,3,1235,4.0,4,93.75,23.3125,9.437499999999998,17.0,5.875,35.5625,15.625,56.1875,21.8125,0.5098692058822261
114,58.734966545325925,87.5,13.90625,8.106159021597193,5374.192760500023,1,1,1246,4.0,4,100.0,20.846153846153843,15.0,8.384615384615385,4.615384615384617,32.15384615384616,34.38461538461538,34.23076923076923,10.23076923076923,0.5068186937365698
115,48.26929404006439,84.61538461538461,12.211538461538462,6.7934493973182395,5651.290475692524,0,0,1249,4.0,4,100.0,19.0,13.25,11.5,1.9999999999999998,28.000000000000004,25.5,48.25000000000001,2.5,0.503786432593805
116,12.955483206311955,75.0,11.4375,6.214690930525204,5046.300337749926,0,0,1255,4.0,4,100.0,19.666666666666664,22.166666666666668,7.000000000000001,1.0,29.000000000000004,48.16666666666667,28.000000000000004,1.0,0.5007723132594453
117,29.05871255971488,100.0,12.458333333333334,8.840485779361794,2793.0124154997125,0,0,1261,4.0,4,100.0,23.899999999999995,19.2,2.2,6.000000000000001,36.1,38.0,6.400000000000001,14.000000000000004,0.49777622719230774
118,26.8073883248402,60.0,12.825000000000001,9.095722664929436,2589.5854772998064,0,0,1269,4.0,4,100.0,25.375000000000004,21.875,4.75,9.375,41.0,55.62499999999999,17.875000000000004,33.25,0.49479806650060315
119,37.89921341972729,100.0,15.34375,8.753277417802952,6688.2209847499325,0,0,1272,4.0,4,100.0,24.0,18.25,10.750000000000002,7.000000000000001,41.0,53.5,33.75,28.000000000000004,0.4918377239380519
120,13.178217783178287,75.0,15.000000000000002,6.8292448774618295,2619.3246682496465,0,0,1281,4.0,4,69.23076923076923,22.153846153846153,14.230769230769234,3.76923076923077,3.307692307692308,35.692307692307686,45.30769230769231,7.0769230769230775,11.384615384615387,0.48889509290002153
121,28.243980727916878,69.23076923076923,10.865384615384619,8.573558925751643,4503.306157000155,4,4,1290,4.0,4,88.88888888888889,20.555555555555557,23.888888888888886,2.3333333333333335,8.333333333333334,34.33333333333334,64.66666666666666,3.0000000000000004,34.00000000000001,0.48597006741968746
122,40.017624783054146,100.0,13.777777777777779,9.193982284984664,3768.0963705556173,1,1,1296,4.0,4,14.285714285714292,18.999999999999996,33.71428571428572,1.0,5.2857142857142865,28.000000000000004,83.42857142857143,1.0,20.28571428571429,0.48306254216421723
123,13.524542507849123,85.71428571428571,14.750000000000002,12.891881685674338,4528.284749429076,6,6,1315,4.0,4,68.42105263157895,19.315789473684212,27.105263157894736,4.421052631578948,1.0000000000000002,28.47368421052631,63.63157894736842,9.421052631578949,1.0000000000000002,0.48017241243097747
124,74.55715735377619,100.0,12.960526315789473,11.12779411618213,6197.455743683876,6,6,1325,4.0,4,80.0,27.6,27.400000000000002,4.4,5.0,46.900000000000006,75.29999999999998,6.700000000000002,11.400000000000002,0.4772995741437637
125,43.165592424059724,100.0,16.1,11.614691919800894,3849.1066822001812,2,2,1338,4.0,4,30.769230769230774,37.07692307692308,6.153846153846155,1.4615384615384617,8.692307692307695,85.69230769230771,14.23076923076923,1.6923076923076925,21.538461538461544,0.4744439238490519
126,41.253404694221146,100.0,13.346153846153848,14.350244373791934,5660.212257769252,9,9,1348,4.0,4,63.63636363636363,38.27272727272727,0.9999999999999999,8.454545454545455,6.000000000000001,86.45454545454547,0.9999999999999999,28.09090909090909,13.909090909090912,0.47160535871227305
127,35.04701169258297,90.9090909090909,13.431818181818183,14.873357680551036,3484.1978820908976,4,4,1361,4.0,4,21.42857142857143,39.35714285714286,3.571428571428571,8.5,2.4285714285714293,90.42857142857143,5.499999999999999,31.35714285714285,3.5000000000000004,0.46878377651411085
128,35.93339012224547,92.85714285714286,13.464285714285712,15.52816572599843,5157.915989642658,11,11,1361,4.0,4,100.0,0.46597907564681984
129,0,0,0,0,0,0,0,1362,4,4,100.0,32.99999999999999,3.0000000000000004,1.0,1.0,58.5,4.5,1.0,1.0,0.46319115511056647
130,4.959921881934582,50.0,9.5,13.61331947852748,8708.765653999762,0,0,1373,4.0,4,100.0,30.91666666666667,11.249999999999998,2.3333333333333335,0.9999999999999999,66.0,34.416666666666664,3.166666666666666,0.9999999999999999,0.4604199145097923
131,47.57124036007383,91.66666666666666,11.375000000000002,12.202857150876156,4474.1174714167755,0,0,1381,4.0,4,100.0,21.333333333333336,27.111111111111107,3.0000000000000004,2.3333333333333335,32.22222222222222,62.88888888888889,4.0,3.3333333333333335,0.4576652540495986
132,38.45488103704897,88.88888888888889,13.444444444444445,11.156169939884265,4212.6701313336525,0,0,1381,4.0,4,100.0,0.4549270745321526
133,0,0,0,0,0,0,0,1394,4,4,64.28571428571428,35.42857142857142,12.428571428571429,2.1428571428571432,0.9999999999999999,74.35714285714286,39.42857142857142,5.2857142857142865,0.9999999999999999,0.45220527735311555
134,48.28749363587851,92.85714285714286,12.75,14.116528889234603,5267.153206643083,5,5,1407,4.0,4,64.28571428571428,34.785714285714285,5.857142857142859,3.285714285714287,4.642857142857142,86.64285714285717,8.142857142857144,7.000000000000002,13.071428571428573,0.44949976449809104
135,44.4035393247421,92.85714285714286,12.142857142857144,13.475725049218054,4521.189426785376,5,5,1417,4.0,4,60.0,37.8,8.0,2.4,21.000000000000004,77.60000000000001,18.800000000000004,3.1000000000000005,66.19999999999999,0.44681043853909636
136,39.697725624346305,100.0,17.299999999999997,13.674247918845653,4178.383414299788,4,4,1433,4.0,4,50.0,35.88888888888888,4.88888888888889,1.0000000000000002,3.3888888888888893,77.33333333333331,15.222222222222225,1.0000000000000002,7.333333333333333,0.4441372026310538
137,52.093296841807515,88.88888888888889,11.291666666666668,14.627135800508453,4893.823985666738,9,9,1433,4.0,4,100.0,0.44147996050830296
138,0,0,0,0,0,0,0,1442,4,4,83.33333333333334,32.83333333333333,9.833333333333334,1.8333333333333337,3.916666666666667,69.33333333333334,25.333333333333336,2.2500000000000004,8.583333333333336,0.438838616481134
139,37.13172587654003,75.0,12.104166666666668,12.691790811416528,5210.842586583415,2,2,1449,4.0,4,55.55555555555556,36.11111111111111,1.0,2.3333333333333335,3.7777777777777772,79.44444444444446,1.0,3.3333333333333335,8.222222222222223,0.4362130754323421
140,23.185955830696013,77.77777777777779,10.805555555555555,14.680857284653023,4235.598998778086,4,4,1454,4.0,4,80.0,41.4,2.6,1.0,2.2,76.19999999999999,3.8,1.0,6.4,0.4336032428138023
141,21.279658808916565,100.0,11.800000000000002,17.13560794055625,3660.0180427998566,1,1,1459,4.0,4,16.666666666666657,43.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,0.43100902464306434
142,12.770058453851952,83.33333333333334,11.5,18.186533479473212,2843.7008066663716,5,5,1467,4.0,4,87.5,34.125,17.625,1.0,4.0,76.0,48.25,1.0,14.500000000000002,0.42843032749996846
143,32.28478370436487,100.0,14.187500000000004,13.81340123181304,5545.863439874893,1,1,1475,4.0,4,62.5,23.375,25.0,1.0,4.75,39.49999999999999,69.75,1.0,17.875000000000004,0.4258670585232811
144,30.32473112463322,100.0,13.53125,11.146953647361595,6494.3977637501575,3,3,1484,4.0,4,81.81818181818181,28.636363636363633,24.818181818181817,0.9999999999999999,0.9999999999999999,59.54545454545453,62.63636363636363,0.9999999999999999,0.9999999999999999,0.4233191254073513
145,38.08418247440285,81.81818181818183,13.863636363636363,13.039264340914222,4787.0063195453195,2,2,1494,4.0,4,70.0,27.1,19.7,5.1000000000000005,2.1999999999999997,56.60000000000001,60.499999999999986,10.3,3.1,0.4207864363987862
146,35.88241003313189,100.0,13.525,10.558633222893699,5378.578278600071,3,3,1503,4.0,4,77.77777777777777,27.22222222222222,22.777777777777775,1.0,11.88888888888889,45.55555555555555,73.88888888888889,1.0,34.333333333333336,0.4182689002931473
147,38.1617406156833,100.0,15.722222222222223,10.32688660858036,3290.020338888806,2,2,1516,4.0,4,78.57142857142857,30.571428571428566,7.714285714285715,4.42857142857143,6.7857142857142865,67.71428571428572,20.571428571428573,16.428571428571434,16.71428571428572,0.41576642643166595
148,50.70896761182431,92.85714285714286,12.375000000000002,11.267701291112264,5911.5630167142235,3,3,1534,4.0,4,77.77777777777777,32.55555555555556,12.333333333333336,8.000000000000002,7.444444444444444,71.05555555555554,32.22222222222222,24.722222222222218,22.22222222222222,0.4132789246979786
149,72.93433894058514,100.0,15.083333333333332,10.584557517434938,6414.863041500111,4,4,1540,4.0,4,100.0,35.99999999999999,1.0,3.6666666666666665,10.0,64.99999999999999,1.0,5.166666666666667,31.0,0.4108063055148813
150,29.700712211237512,100.0,12.666666666666668,13.884932159791607,3015.572004500124,0,0,1543,4.0,4,66.66666666666667,41.0,4.333333333333334,7.000000000000001,10.000000000000002,76.33333333333333,9.666666666666668,11.0,31.0,0.4083484798411048
151,12.114949375333609,100.0,15.583333333333336,14.833895829626567,3406.3395473331184,1,1,1546,4.0,4,100.0,37.5,9.0,8.5,10.0,68.5,19.75,12.5,31.0,0.40590535916810755
152,11.954847956462736,75.0,16.25,12.32891983214669,3917.3381402506493,0,0,1550,4.0,4,100.0,35.0,19.75,7.000000000000001,10.0,62.0,41.75,11.0,31.0,0.4034768555168883
153,18.636261277337912,100.0,17.9375,10.94782268885072,3318.085574750512,0,0,1555,4.0,4,83.33333333333334,24.833333333333332,13.166666666666668,2.3333333333333335,1.0,44.5,27.333333333333332,3.166666666666667,1.0,0.40106288143481805
154,20.218972103453396,83.33333333333334,10.333333333333334,9.801918322552556,9689.132573833072,1,1,1568,4.0,4,38.46153846153846,40.07692307692308,14.92307692307692,1.3076923076923077,2.8461538461538467,85.23076923076923,45.00000000000001,1.4615384615384615,3.7692307692307683,0.39866334999249087
155,44.82247761292441,100.0,14.788461538461537,15.583390736091248,3809.546122307858,8,8,1580,4.0,4,69.23076923076923,31.999999999999996,10.615384615384613,6.076923076923077,2.6923076923076925,75.15384615384616,38.46153846153847,13.153846153846155,7.6923076923076925,0.39627817478059346
156,42.92773075159334,92.3076923076923,12.846153846153847,11.744925382206103,5643.2524609997645,4,4,1589,4.0,4,70.0,25.0,27.900000000000002,7.6,11.000000000000002,55.00000000000001,80.0,14.899999999999999,36.300000000000004,0.39390726990679353
157,33.90184581332883,90.0,17.875,8.977463067549179,5179.581597600372,3,3,1596,4.0,4,100.0,24.25,23.125,1.0,6.25,51.62500000000001,54.75,1.0,13.750000000000002,0.39155054999264655
158,33.5116142228731,87.5,13.656249999999998,10.378776823243259,6713.023149000264,0,0,1608,4.0,4,8.333333333333343,18.999999999999996,34.66666666666667,0.9999999999999999,0.9999999999999999,28.000000000000007,90.08333333333333,0.9999999999999999,0.9999999999999999,0.38920793017052135
159,30.733315813481024,100.0,13.916666666666666,14.07412274033048,3822.930367833275,11,11,1620,4.0,4,75.0,18.999999999999996,22.666666666666668,0.9999999999999999,11.166666666666668,28.000000000000007,56.333333333333336,0.9999999999999999,46.0,0.38687932608054404
160,48.39653028879123,100.0,13.458333333333334,9.037415864468796,6420.043275999736,3,3,1623,4.0,4,66.66666666666667,19.000000000000004,14.333333333333334,1.0,18.000000000000004,28.000000000000004,30.33333333333333,1.0,63.0,0.3845646538675597
161,10.995907801569512,100.0,13.083333333333332,7.267691093672091,4540.46443866658,1,1,1624,4.0,4,100.0,19.0,16.0,3.0,20.0,28.000000000000004,35.0,4.0,65.0,0.3822638301781133
162,3.9459779423689687,100.0,14.500000000000002,6.800735254367722,2352.8611799993087,0,0,1636,4.0,4,78.57142857142857,20.78571428571429,21.785714285714285,3.8571428571428577,11.571428571428573,32.64285714285715,66.57142857142857,5.142857142857142,39.00000000000001,0.3799767721574475
163,46.88034567332798,85.71428571428571,14.499999999999998,7.755706824528438,4760.726940142896,3,3,1641,4.0,4,60.0,24.0,19.6,3.0,3.400000000000001,41.0,60.60000000000001,4.0,11.800000000000002,0.37770339744651965
164,17.461600330378452,100.0,12.5,9.589331130810308,8274.516129999756,2,2,1652,4.0,4,100.0,20.466666666666665,15.399999999999997,1.0,5.333333333333334,30.2,34.599999999999994,1.0,11.866666666666665,0.3754436241790351
165,42.490472218430185,73.33333333333333,10.55,8.318230643052086,3819.664732733266,0,0,1670,4.0,4,50.0,19.0,3.277777777777778,6.38888888888889,29.611111111111114,28.000000000000004,6.722222222222222,25.000000000000007,72.11111111111111,0.37319737097849986
166,63.390952779707945,100.0,14.569444444444446,11.127865222763068,4382.9194458331685,9,9,1685,4.0,4,86.66666666666667,18.999999999999996,1.0,11.06666666666667,26.733333333333338,28.000000000000014,1.0,44.2,65.86666666666666,0.3709645569552896
167,68.70273806848145,100.0,14.45,10.216137625596787,6097.86286553317,2,2,1696,4.0,4,53.84615384615385,18.999999999999996,0.9999999999999999,6.076923076923079,22.307692307692307,28.000000000000014,0.9999999999999999,23.84615384615385,69.84615384615384,0.3687451017037373
168,34.82775227029217,84.61538461538461,12.096153846153847,8.933301091514084,4742.065901538528,6,6,1711,4.0,4,29.411764705882348,19.0,1.7058823529411766,1.0,31.941176470588236,28.000000000000004,4.176470588235294,1.0,82.17647058823529,0.3665389252992373
169,40.604896810104705,88.23529411764706,13.411764705882353,13.004564733797139,4269.3569368234685,12,12,1722,4.0,4,83.33333333333334,21.333333333333336,7.000000000000002,1.3333333333333335,30.166666666666668,31.5,28.000000000000007,1.5,68.16666666666667,0.3643459482953674
170,48.54301512336226,91.66666666666666,14.958333333333334,11.438669886397832,4649.119749499884,2,2,1724,4.0,4,33.33333333333334,21.666666666666668,1.0,3.0,32.666666666666664,32.0,1.0,4.0,86.66666666666666,0.3621660917210278
171,4.170219053643896,66.66666666666666,14.583333333333334,13.194534965416205,7098.894279333156,2,2,1729,4.0,4,100.0,19.0,3.4000000000000004,8.399999999999999,8.0,28.000000000000004,5.0,20.400000000000002,22.599999999999998,0.35999927707759743
172,20.340151173164315,100.0,9.700000000000001,7.065658845571232,11329.937649199928,0,0,1735,4.0,4,100.0,18.999999999999996,9.833333333333334,11.0,7.833333333333332,28.000000000000004,16.0,28.000000000000004,13.833333333333334,0.3578454263361068
173,26.440236283634746,100.0,11.916666666666668,4.77646509091808,3386.0564648333216,0,0,1753,4.0,4,83.33333333333334,19.0,7.333333333333335,9.388888888888888,21.555555555555557,28.000000000000004,14.222222222222225,23.38888888888889,53.33333333333334,0.35570446193442834
174,74.30973048703167,100.0,14.319444444444448,7.111610209200617,6511.865318944325,3,3,1762,4.0,4,100.0,20.09090909090909,11.090909090909093,1.4545454545454548,11.81818181818182,29.63636363636364,33.18181818181818,2.1818181818181825,36.09090909090909,0.3535763067744839
175,39.09518669631506,81.81818181818183,11.113636363636363,6.717260401651967,3708.367193818214,0,0,1776,4.0,4,92.85714285714286,19.142857142857142,8.92857142857143,10.071428571428571,18.714285714285715,28.21428571428573,27.357142857142858,14.14285714285714,55.64285714285714,0.351460884219467
176,61.17283858133245,100.0,14.214285714285715,5.659908139684649,4830.105464500126,1,1,1786,4.0,4,54.54545454545455,18.999999999999996,23.36363636363636,2.0000000000000004,14.000000000000002,28.000000000000007,67.54545454545453,2.4545454545454546,49.27272727272727,0.34935811809108425
177,33.145759369910756,90.9090909090909,14.59090909090909,9.336581844338662,4977.594084818106,5,5,1791,4.0,4,80.0,19.0,27.0,5.800000000000001,4.8,28.000000000000004,75.00000000000001,22.600000000000005,10.4,0.3472679326668117
178,18.69219143415945,100.0,14.150000000000002,9.385390438937005,5847.090384600597,1,1,1800,4.0,4,88.88888888888889,19.88888888888889,11.555555555555557,5.000000000000001,15.666666666666668,29.33333333333334,36.0,19.000000000000004,41.0,0.345190252677168
179,38.71481814835699,100.0,13.027777777777777,6.426599450529659,7082.020265332984,1,1,1815,4.0,4,86.66666666666667,22.2,21.866666666666667,5.800000000000002,13.266666666666671,42.400000000000006,63.86666666666666,18.800000000000004,38.199999999999996,0.34312500330300383
180,65.03966682655869,100.0,15.783333333333335,7.356295940980699,5575.803803200081,2,2,1832,4.0,4,100.0,19.58823529411765,12.470588235294118,2.2941176470588234,20.41176470588235,28.88235294117647,31.411764705882355,3.705882352941176,39.23529411764706,0.3410721101728078
181,79.1033964668996,100.0,13.691176470588237,7.54235986882431,5443.774697999769,0,0,1846,4.0,4,100.0,19.666666666666664,4.133333333333334,5.133333333333333,19.799999999999997,30.200000000000017,7.866666666666668,10.6,42.8,0.339031499360028
182,64.89169567711352,93.33333333333333,12.183333333333332,8.31557971033272,6062.215324466281,0,0,1856,4.0,4,50.0,19.0,5.700000000000001,6.800000000000001,37.2,28.000000000000007,12.200000000000003,15.899999999999997,84.00000000000001,0.33700309738041
183,35.00205378265405,100.0,17.175,12.993154057819828,8049.460518799788,5,5,1871,4.0,4,93.75,22.875,9.0,5.0,16.0625,38.125,15.812500000000002,8.0,34.25,0.3349868311893505
184,65.46382377464849,93.75,13.234375000000002,7.704692908830844,3808.9406548749594,1,1,1888,4.0,4,76.47058823529412,21.58823529411765,18.88235294117647,3.823529411764706,5.117647058823529,33.411764705882355,54.88235294117646,5.9411764705882355,12.764705882352946,0.33298262817926705
185,63.548333024349255,100.0,12.352941176470589,9.218954854217131,5725.675256118419,4,4,1902,4.0,4,78.57142857142857,22.857142857142858,17.92857142857143,1.428571428571429,16.92857142857143,43.857142857142854,49.14285714285714,2.9285714285714293,59.28571428571428,0.3309904161769835
186,55.54520306046988,100.0,14.785714285714285,9.535230808405057,5624.875820071663,3,3,1911,4.0,4,77.77777777777777,20.333333333333332,6.444444444444445,1.0,16.0,30.000000000000004,14.888888888888891,1.0,54.666666666666664,0.3290101234411305
187,35.21447444014034,100.0,10.944444444444446,7.724168740220942,3957.4499761106886,2,2,1927,4.0,4,43.75,20.25,2.6250000000000004,4.3125,28.249999999999996,29.875,3.4375000000000004,11.9375,77.0,0.3270416786595626
188,51.47614844662428,100.0,13.859375000000002,11.091357402866091,4534.396016999608,9,9,1932,4.0,4,100.0,21.0,3.0,3.833333333333334,19.500000000000004,31.000000000000007,4.0,12.333333333333334,55.83333333333332,0.3250850109467899
189,23.593964902048917,83.33333333333334,11.833333333333334,8.68446393169489,6072.706099167893,0,0,1944,4.0,4,66.66666666666667,24.666666666666664,1.266666666666667,1.3333333333333337,31.06666666666667,50.79999999999999,1.4000000000000006,1.8666666666666671,78.33333333333333,0.3231400498414255
190,44.92704298666242,80.0,14.583333333333337,13.609822665855628,3113.922244066392,5,5,1960,4.0,4,81.25,20.75,1.0,9.375,23.75,32.87500000000001,1.0,36.3125,55.375,0.32120672530364797
191,68.03577815372458,100.0,13.718749999999998,9.717128846407116,5444.694617749519,3,3,1968,4.0,4,77.77777777777777,25.0,1.0,16.88888888888889,17.44444444444445,42.55555555555556,1.0,56.33333333333332,49.888888888888886,0.3192849677126795
192,31.165026806212484,88.88888888888889,15.083333333333332,9.087465237467024,5204.058857555437,2,2,1983,4.0,4,100.0,26.812499999999993,2.5,15.375,10.75,48.87499999999999,3.6249999999999996,40.75,25.374999999999996,0.3173747078642784
193,68.15641033099416,93.75,13.859375000000002,9.051484515633554,5770.4445469373695,0,0,1991,4.0,4,88.88888888888889,22.33333333333333,1.666666666666667,21.000000000000004,10.444444444444445,36.666666666666664,4.000000000000001,56.222222222222214,19.555555555555554,0.3154758769682472
194,33.62889806467093,88.88888888888889,13.86111111111111,8.586558344696908,3788.1826425550066,1,1,2002,4.0,4,100.0,18.999999999999996,5.909090909090908,19.454545454545453,2.4545454545454546,28.000000000000007,18.090909090909093,44.0,4.363636363636363,0.3135884066459554
195,50.57697391940506,100.0,11.704545454545455,7.79704872907556,7901.885030273247,0,0,2014,4.0,4,86.66666666666667,20.0,5.666666666666669,25.399999999999995,8.600000000000001,30.600000000000012,13.133333333333338,58.20000000000001,22.0,0.3117122289278771
196,51.83944297050944,80.0,14.91666666666667,8.447535568943671,4114.295694466516,2,2,2016,4.0,4,100.0,19.0,1.0,10.0,11.0,28.000000000000004,1.0,21.0,35.0,0.3098472762511435
197,8.617279475334808,100.0,10.25,6.378675411086538,13644.357839501026,0,0,2022,4.0,4,66.66666666666667,32.66666666666667,1.3333333333333335,5.0,1.0,71.66666666666667,1.5,8.0,1.0,0.3079934814571096
198,23.826364066912944,100.0,10.0,13.186866294928082,5160.270367000218,2,2,2027,4.0,4,100.0,34.599999999999994,2.6,3.5999999999999996,2.6,75.79999999999998,3.4000000000000004,4.8,3.4000000000000004,0.3061507777889362
199,22.139284027116275,100.0,10.850000000000001,13.738106485891489,4429.299694800284,0,0,2036,4.0,4,70.0,35.199999999999996,0.9999999999999999,6.699999999999999,7.3000000000000025,77.1,0.9999999999999999,8.9,28.300000000000008,0.30431909888918524
200,34.83602258534387,90.0,12.55,13.333525873974184,4434.938744399915,3,3,2050,4.0,4,64.28571428571428,34.42857142857144,1.5714285714285712,7.357142857142859,6.428571428571431,69.5,1.9999999999999998,10.92857142857143,14.142857142857146,0.30249837879743074
201,51.30463081474698,100.0,12.446428571428571,12.965164726792896,6504.040017285921,5,5,2060,4.0,4,63.63636363636363,34.63636363636364,7.000000000000002,0.9999999999999999,4.363636363636363,69.72727272727272,28.000000000000007,0.9999999999999999,5.727272727272728,0.30068855194788374
202,40.69042256307323,90.9090909090909,11.750000000000002,13.431643352419176,4643.181600091339,4,4,2077,4.0,4,70.58823529411765,38.411764705882355,4.176470588235294,5.235294117647059,9.117647058823529,77.82352941176471,13.352941176470587,20.058823529411764,26.52941176470588,0.2988895531670305
203,65.80436632964151,100.0,14.23529411764706,14.501242490899013,6182.020009764315,5,5,2086,4.0,4,100.0,30.0,2.8000000000000003,14.2,24.500000000000004,62.90000000000001,5.0,49.7,46.5,0.2971013176712858
204,40.43120460663049,90.0,17.875,10.797372463431046,3173.8446550993103,0,0,2100,4.0,4,86.66666666666667,20.333333333333332,3.8000000000000007,16.6,15.46666666666667,31.466666666666676,7.800000000000002,53.46666666666666,35.933333333333316,0.29532378106466023
205,59.21214682190176,93.33333333333333,14.049999999999999,7.274394109298493,7607.573929199862,2,2,2109,4.0,4,100.0,19.0,1.4000000000000001,16.9,19.2,28.000000000000007,1.6,48.599999999999994,31.8,0.2935568793364415
206,40.80359314970565,90.0,14.125000000000002,7.8701439020438695,2921.7344911005057,0,0,2123,4.0,4,64.28571428571428,19.57142857142857,6.142857142857143,25.857142857142858,6.571428571428573,28.85714285714287,15.571428571428573,76.21428571428572,12.85714285714286,0.2918005488588883
207,52.40344650851639,100.0,14.535714285714288,8.92036545591334,5405.882642571669,5,5,2137,4.0,4,57.142857142857146,23.64285714285714,8.92857142857143,24.785714285714285,1.4285714285714286,36.35714285714287,27.57142857142857,70.57142857142857,2.928571428571429,0.2900547263849404
208,49.64272407994749,100.0,14.696428571428571,10.136371238220272,5342.908413001039,6,6,2137,4.0,4,100.0,0.28831934904593975
209,0,0,0,0,0,0,0,2150,4,4,46.15384615384615,33.69230769230768,2.153846153846154,7.8461538461538485,0.9999999999999999,66.84615384615385,4.0,19.615384615384617,0.9999999999999999,0.2865943543493676
210,44.79578996657481,100.0,11.173076923076925,13.47233341903895,6298.433526230768,7,7,2164,4.0,4,21.42857142857143,39.571428571428584,3.000000000000001,4.8571428571428585,0.9999999999999999,83.0,3.9999999999999996,7.7142857142857135,0.9999999999999999,0.28487968017659315
211,40.8618702104033,100.0,12.107142857142858,15.924118546658802,4688.505825429144,11,11,2175,4.0,4,61.53846153846153,41.53846153846153,1.9230769230769231,4.384615384615386,4.461538461538462,86.84615384615385,2.3846153846153846,6.53846153846154,10.000000000000002,0.28317526478063754
212,37.837973442128735,84.61538461538461,13.076923076923078,16.51158439943886,5896.074820231241,5,5,2178,4.0,4,100.0,35.66666666666667,3.0,2.3333333333333335,9.333333333333332,73.0,4.0,3.3333333333333335,23.333333333333336,0.2814810467839494
213,11.871000571770992,100.0,12.583333333333332,13.655549202544531,4344.854224999533,0,0,2189,4.0,4,63.63636363636363,28.818181818181827,5.0,17.63636363636364,11.636363636363638,50.54545454545455,7.8181818181818175,48.54545454545454,28.636363636363644,0.2797969651761952
214,39.288615022852824,100.0,15.772727272727272,10.034499930749009,4025.867097817933,4,4,2193,4.0,4,100.0,21.999999999999996,5.0,26.8,7.6,35.8,8.0,68.8,25.2,0.27812295931206216
215,19.37369351433867,80.0,15.350000000000003,9.411339663452924,6337.622472200019,0,0,2210,4.0,4,63.15789473684211,23.631578947368418,2.8947368421052633,28.052631578947366,9.210526315789474,36.368421052631575,7.473684210526316,76.73684210526316,37.94736842105263,0.2764589689090739
216,61.79715694304922,89.47368421052632,15.947368421052632,10.869450251173033,4666.810991315479,7,7,2229,4.0,4,94.73684210526316,28.631578947368425,4.2631578947368425,15.68421052631579,3.7894736842105265,52.315789473684205,10.684210526315793,37.94736842105263,6.105263157894736,0.27480493404542
217,86.67182799801795,100.0,13.092105263157897,10.400301757863263,6495.113874368383,1,1,2241,4.0,4,66.66666666666667,21.41666666666667,1.3333333333333335,22.583333333333336,6.166666666666668,31.249999999999993,1.5833333333333335,70.33333333333334,16.41666666666667,0.2731607951577982
218,44.534048127216735,100.0,12.875,9.488755202175735,6696.560112416894,4,4,2256,4.0,4,100.0,29.2,1.0,13.799999999999999,1.6666666666666667,57.99999999999999,1.0,38.86666666666666,2.0000000000000004,0.27152649303926935
219,69.42279381461562,100.0,11.41666666666667,11.61601374529863,5572.091764533495,0,0,2270,4.0,4,71.42857142857143,36.92857142857143,7.357142857142858,6.7857142857142865,5.857142857142857,71.64285714285714,21.07142857142857,23.357142857142858,16.57142857142857,0.26990196883712503
220,56.935878038930134,100.0,14.232142857142858,13.486004669213965,4570.908907999443,4,4,2286,4.0,4,70.58823529411765,33.17647058823529,5.23529411764706,8.647058823529413,15.823529411764707,77.58823529411765,20.058823529411764,22.764705882352942,46.0,0.26828716405076897
221,63.614166863318104,94.11764705882352,15.72058823529412,11.079889879039506,5749.077935587539,5,5,2288,4.0,4,100.0,24.0,1.0,1.0,10.0,36.0,1.0,1.0,31.0,0.26668202052960954
222,9.185462001946902,100.0,9.0,9.408966634218284,6216.741886000818,0,0,2300,4.0,4,53.84615384615385,25.0,0.9999999999999999,19.615384615384617,8.846153846153845,37.99999999999999,0.9999999999999999,74.3076923076923,28.692307692307693,0.2650864804709663
223,37.64716024043882,92.3076923076923,13.615384615384613,10.037458730573267,2865.891152538377,6,6,2316,4.0,4,44.44444444444444,20.111111111111114,1.0000000000000002,23.38888888888889,9.166666666666668,29.666666666666675,1.0000000000000002,80.72222222222223,22.88888888888889,0.263500486417988
224,47.085834973466035,88.88888888888889,13.416666666666668,9.141030191848566,4758.529349499844,10,10,2333,4.0,4,83.33333333333334,21.11111111111111,3.2222222222222223,22.055555555555557,2.9444444444444446,31.277777777777782,6.777777777777779,53.72222222222223,6.055555555555557,0.261923981257584
225,71.49115921068389,94.44444444444444,12.333333333333332,9.905396871812503,8214.689954167221,3,3,2348,4.0,4,77.77777777777777,30.499999999999993,2.666666666666667,18.555555555555557,1.0000000000000002,46.50000000000001,8.5,71.16666666666667,1.0000000000000002,0.2603569082183673
226,60.45023106926614,83.33333333333334,13.180555555555557,12.43530777859647,3192.988364944338,4,4,2363,4.0,4,88.88888888888889,27.666666666666668,7.333333333333333,15.777777777777779,2.3333333333333335,44.055555555555564,29.500000000000004,55.16666666666667,4.222222222222224,0.2587992108686099
227,62.34601450612427,83.33333333333334,13.277777777777777,9.86753541690354,4222.840970555707,2,2,2371,4.0,4,63.63636363636363,29.36363636363636,0.9999999999999999,18.090909090909093,1.363636363636364,47.63636363636364,0.9999999999999999,60.63636363636364,1.5454545454545459,0.2572508331142113
