episode,total_reward,success_rate,avg_util,avg_imbalance,avg_response_time,constraint_violations,projections,deployed_pods,avg_available_nodes,min_available_nodes,safety_compliance_rate,node1_avg_cpu,node2_avg_cpu,node3_avg_cpu,node4_avg_cpu,node1_avg_mem,node2_avg_mem,node3_avg_mem,node4_avg_mem,epsilon
34,25.738574574692965,85.71428571428571,12.464285714285714,7.427214220490807,2199.6803675714805,0,0,329,4.0,4,77.77777777777777,26.944444444444443,8.055555555555555,9.222222222222223,19.944444444444446,44.33333333333333,16.722222222222225,19.166666666666668,75.1111111111111,0.8191157035050931
35,47.31606115602791,72.22222222222221,16.041666666666664,8.041717247874502,3526.139584555545,4,4,333,4.0,4,100.0,25.0,12.5,5.0,13.0,36.00000000000001,22.75,8.0,46.75,0.8142149909823264
36,18.73230428860041,100.0,13.874999999999998,7.64746426166325,3558.8249824998,0,0,346,4.0,4,100.0,30.599999999999994,11.066666666666668,2.466666666666667,6.733333333333334,51.800000000000004,23.933333333333334,3.5333333333333337,22.066666666666666,0.8093435990831642
37,57.38225922391963,86.66666666666667,12.716666666666669,10.909796312451608,4953.219944666672,0,0,354,4.0,4,100.0,22.583333333333332,18.833333333333336,0.9999999999999999,3.916666666666667,36.16666666666667,50.58333333333332,0.9999999999999999,7.166666666666667,0.804501352384346
38,34.298782710516626,66.66666666666666,11.583333333333334,9.512478984012322,4471.555377416583,0,0,366,4.0,4,80.0,27.79999999999999,26.333333333333336,5.533333333333334,5.666666666666669,47.33333333333333,70.13333333333335,19.933333333333334,13.133333333333338,0.7996880765121566
39,41.03974212031083,80.0,16.333333333333336,10.882834902084232,3235.0929622001786,3,3,371,4.0,4,83.33333333333334,24.5,15.833333333333332,7.000000000000001,6.000000000000001,41.0,48.333333333333336,28.000000000000004,23.5,0.794903598136147
40,15.330172789624974,83.33333333333334,13.333333333333334,7.933771450159714,5104.709633166597,1,1,378,4.0,4,100.0,28.44444444444445,14.000000000000002,4.888888888888888,4.777777777777778,51.11111111111111,28.333333333333332,11.333333333333334,16.11111111111111,0.7901477449628918
41,30.31884718919891,77.77777777777779,13.027777777777782,10.132090115397402,4783.182962000258,0,0,391,4.0,4,100.0,25.928571428571423,10.42857142857143,6.000000000000001,2.571428571428571,40.35714285714286,24.714285714285708,14.285714285714288,4.571428571428571,0.7854203457297855
42,58.25191464027154,92.85714285714286,11.232142857142858,9.654390479185274,7941.713895928452,0,0,397,4.0,4,100.0,30.5,3.0000000000000004,1.0,4.666666666666667,59.66666666666667,10.000000000000002,1.0,9.166666666666668,0.780721230198875
43,26.811968305949975,100.0,9.791666666666666,12.155731633611246,6981.1581761667485,0,0,402,4.0,4,66.66666666666667,39.00000000000001,11.0,3.6666666666666674,1.0,92.0,46.0,5.5,1.0,0.7760502291507289
44,16.49793577687889,83.33333333333334,13.666666666666668,15.141423545904967,4255.282715666908,2,2,414,4.0,4,100.0,26.428571428571434,5.928571428571429,8.0,6.000000000000001,49.35714285714287,18.214285714285715,13.214285714285717,14.000000000000004,0.771407174378344
45,50.54214250370593,85.71428571428571,11.589285714285715,8.969864788365053,6778.2299587142925,0,0,421,4.0,4,100.0,20.384615384615383,4.0,4.6923076923076925,7.384615384615387,34.23076923076923,7.230769230769231,7.23076923076923,18.076923076923084,0.766791898681088
46,28.336082311684407,53.84615384615385,9.115384615384613,6.838115947959632,5468.99067292326,0,0,430,4.0,4,91.66666666666667,25.166666666666664,12.999999999999998,5.333333333333334,1.7500000000000002,50.0,41.916666666666664,14.083333333333334,2.5833333333333335,0.7622042358586785
47,33.618943695228836,75.0,11.312500000000002,9.533299671087448,5202.118818083288,1,1,440,4.0,4,100.0,21.428571428571427,8.714285714285717,4.142857142857144,9.785714285714288,33.0,20.285714285714292,12.142857142857146,21.78571428571429,0.7576440207051971
48,36.448622877766645,71.42857142857143,11.017857142857142,7.111161894500724,7043.832627714241,0,0,452,4.0,4,88.88888888888889,30.44444444444444,5.166666666666667,2.388888888888889,7.000000000000001,66.5,12.000000000000004,4.611111111111112,16.666666666666668,0.7531110890031425
49,44.837491153050095,66.66666666666666,11.249999999999998,11.398475821600128,5956.608178111107,2,2,465,4.0,4,92.85714285714286,24.28571428571429,7.5,4.7857142857142865,13.571428571428571,43.142857142857146,16.214285714285715,6.357142857142857,50.85714285714285,0.748605277517514
50,55.68601453878225,92.85714285714286,12.535714285714286,7.96924713203275,5353.762889642763,1,1,480,4.0,4,100.0,29.05555555555555,6.444444444444445,6.666666666666667,5.6111111111111125,55.88888888888888,11.499999999999996,20.05555555555555,8.777777777777779,0.7441264239899351
51,65.61733301969554,83.33333333333334,11.944444444444446,10.219089324808579,6865.2966232777235,0,0,490,4.0,4,60.0,37.2,3.5000000000000004,1.6000000000000003,10.200000000000001,82.2,7.500000000000001,3.7000000000000006,22.400000000000002,0.7396743671328097
52,35.450497840962214,100.0,13.125,14.33167386345929,8166.887082700033,4,4,500,4.0,4,100.0,22.833333333333332,4.666666666666666,3.25,5.166666666666667,35.91666666666667,10.666666666666668,5.25,11.000000000000004,0.7352489466235145
53,38.81865537362505,83.33333333333334,8.979166666666668,8.340396944441402,8540.982704666627,0,0,518,4.0,4,100.0,21.73684210526316,4.263157894736842,6.105263157894738,9.105263157894738,37.15789473684211,13.31578947368421,20.842105263157897,26.57894736842106,0.7308500030986251
54,70.07722093268765,94.73684210526315,10.302631578947368,7.225316887660382,11377.12859863165,0,0,527,4.0,4,100.0,22.90909090909091,8.000000000000002,3.7272727272727275,16.09090909090909,35.63636363636364,22.54545454545455,8.090909090909092,52.81818181818182,0.7264773781481779
55,39.41364374779545,81.81818181818183,12.681818181818183,7.7541177001526975,8746.99849927269,0,0,540,4.0,4,82.35294117647058,20.88235294117647,7.000000000000001,3.1176470588235294,21.17647058823529,32.235294117647065,28.000000000000004,10.529411764705884,67.47058823529412,0.722130914309965
56,50.47681902480774,76.47058823529412,13.044117647058826,8.391240961069178,5215.426544176594,3,3,554,4.0,4,100.0,22.10526315789474,6.421052631578947,3.5263157894736845,11.894736842105262,33.94736842105264,16.42105263157895,12.368421052631577,38.42105263157894,0.7178104550638634
57,60.263739217508025,73.68421052631578,10.98684210526316,7.584296643912099,5167.007401368593,0,0,565,4.0,4,100.0,24.0,20.416666666666668,1.333333333333333,5.500000000000002,45.74999999999999,52.33333333333333,1.5833333333333335,16.500000000000004,0.7135158448261997
58,50.79189369816245,91.66666666666666,12.812500000000002,9.806027667059185,5974.146005500036,0,0,577,4.0,4,100.0,22.357142857142858,15.42857142857143,8.785714285714286,5.000000000000001,42.428571428571445,35.214285714285715,17.78571428571429,9.071428571428573,0.7092469289441468
59,54.18356491297543,85.71428571428571,12.892857142857144,7.307667873415202,6515.7466752858845,0,0,588,4.0,4,100.0,23.545454545454547,17.272727272727273,7.818181818181818,7.454545454545455,39.81818181818182,51.0,14.09090909090909,18.272727272727273,0.7050035536901541
60,48.922455982108445,100.0,14.022727272727273,7.0531636905804564,5591.179842272802,0,0,602,4.0,4,100.0,22.857142857142858,11.071428571428575,6.42857142857143,5.5,37.000000000000014,35.642857142857146,13.85714285714286,16.857142857142854,0.7007855662564133
61,56.93508194868125,100.0,11.464285714285714,7.5355191698065385,11437.720151643003,0,0,615,4.0,4,100.0,22.46153846153846,13.23076923076923,4.230769230769231,5.769230769230769,33.615384615384606,35.07692307692307,8.692307692307692,18.230769230769223,0.6965928147493541
62,57.03953849027613,100.0,11.423076923076923,7.975542332625316,9564.291932384549,0,0,632,4.0,4,100.0,26.222222222222218,6.833333333333334,8.611111111111109,5.222222222222222,43.888888888888886,18.66666666666667,29.166666666666668,18.16666666666667,0.692425148184175
63,70.48975969174703,94.44444444444444,11.722222222222221,9.780007604060799,9016.356390388864,0,0,634,4.0,4,100.0,19.0,5.5,17.0,1.0,28.000000000000004,11.000000000000002,62.0,1.0,0.6882824164794061
64,7.695179388990187,100.0,10.625000000000002,7.58034351683021,8848.297866000394,0,0,650,4.0,4,88.88888888888889,20.22222222222222,7.777777777777778,17.388888888888886,4.222222222222222,30.888888888888893,21.000000000000004,47.5,14.444444444444448,0.6841644704515047
65,66.79674456725128,88.88888888888889,12.402777777777779,7.1147257759040645,6443.547507499968,2,2,666,4.0,4,100.0,24.5,6.5,10.944444444444446,6.388888888888888,45.72222222222223,18.22222222222222,38.05555555555555,11.61111111111111,0.6800711618094823
66,68.59815910090447,88.88888888888889,12.083333333333332,8.199044037690875,9120.24034761099,0,0,674,4.0,4,100.0,19.92307692307692,5.076923076923078,9.230769230769234,1.9230769230769231,32.15384615384617,13.461538461538463,27.153846153846157,2.6153846153846154,0.676002343149566
67,28.254438618097563,61.53846153846154,9.038461538461538,7.021704948984932,6537.073664153818,0,0,683,4.0,4,100.0,23.200000000000003,2.6,14.7,7.000000000000002,37.9,3.4000000000000004,30.0,28.000000000000007,0.6719578679498885
68,40.94789874714975,90.0,11.875,7.9876118726391585,6204.381940700114,0,0,699,4.0,4,87.5,29.000000000000004,4.6875,15.5,9.25,69.75,6.312500000000002,42.3125,32.1875,0.6679375905652136
69,66.8079794340406,100.0,14.609375000000002,9.358376179082075,5657.9897708750195,2,2,711,4.0,4,100.0,23.8,9.866666666666667,10.066666666666672,2.5333333333333337,48.39999999999999,19.13333333333334,30.333333333333336,4.6000000000000005,0.6639413662216903
70,52.11983128639531,80.0,11.566666666666665,8.17376227923682,6504.172717733793,0,0,724,4.0,4,100.0,22.1875,12.125,10.125,4.437500000000001,37.1875,31.625000000000004,33.8125,7.874999999999998,0.6599690510116388
71,57.07952240046278,81.25,12.21875,6.843342307332703,4493.338674437382,0,0,742,4.0,4,89.47368421052632,22.526315789473685,20.631578947368418,2.421052631578947,5.684210526315789,34.42105263157895,54.63157894736841,3.6315789473684212,19.05263157894737,0.6560205018883697
72,78.66600712574646,94.73684210526315,12.81578947368421,9.34259384804512,7213.923785947228,2,2,749,4.0,4,100.0,22.428571428571427,8.428571428571429,11.714285714285715,5.285714285714286,33.142857142857146,23.42857142857143,27.999999999999996,12.142857142857144,0.6520955766610316
73,25.394408275806395,100.0,11.964285714285715,6.69329392473145,8847.726134143679,0,0,762,4.0,4,100.0,28.57142857142857,3.571428571428572,8.428571428571429,6.3571428571428585,50.14285714285713,12.571428571428573,13.35714285714286,11.571428571428573,0.6481941339894912
74,52.75498277137837,92.85714285714286,11.732142857142858,10.33361725761225,4726.078744071726,0,0,778,4.0,4,100.0,23.562500000000004,2.625,18.0,5.625,39.4375,5.0,33.0625,19.5,0.6443160333792438
75,71.68260323407625,100.0,12.453125000000002,9.307076595674484,9948.163480812469,0,0,790,4.0,4,100.0,25.0,9.076923076923078,12.23076923076923,6.384615384615386,54.99999999999999,22.000000000000004,35.92307692307693,15.307692307692305,0.6404611351763536
76,52.593628074066864,92.3076923076923,13.173076923076923,7.295980994078927,4469.777757384901,0,0,806,4.0,4,100.0,20.555555555555554,3.888888888888889,14.444444444444446,7.833333333333332,31.333333333333336,10.166666666666666,40.055555555555564,27.333333333333336,0.6366293005624242
77,68.41791622273243,88.88888888888889,11.680555555555555,7.167565807171453,6001.6592290554,0,0,816,4.0,4,75.0,23.166666666666664,2.2500000000000004,14.166666666666664,15.750000000000004,44.74999999999999,3.416666666666667,36.5,49.41666666666668,0.6328203915495999
78,36.297545480575074,83.33333333333334,13.833333333333336,9.136603523824805,5672.391570499864,3,3,832,4.0,4,93.75,21.5,13.25,18.8125,2.7500000000000004,37.375,36.4375,54.6875,8.187500000000002,0.6290342709755973
79,65.52439098364889,100.0,14.078125000000002,7.865852117398154,9556.565039125417,1,1,849,4.0,4,100.0,27.705882352941174,8.76470588235294,11.470588235294118,10.588235294117647,56.5294117647059,23.294117647058822,31.76470588235294,31.88235294117647,0.6252708024987653
80,71.91527565617682,100.0,14.63235294117647,8.98965557612387,5809.160666646836,0,0,860,4.0,4,93.33333333333333,21.8,17.13333333333333,13.133333333333333,1.0,40.599999999999994,57.400000000000006,35.13333333333334,1.0,0.6215298505931756
81,46.403410018253645,73.33333333333333,13.266666666666667,8.139437078337298,6374.947455799581,1,1,876,4.0,4,83.33333333333334,28.555555555555557,3.166666666666667,11.833333333333334,6.666666666666668,67.05555555555554,5.333333333333333,31.944444444444443,14.666666666666666,0.6178112805437415
82,60.900650178232745,88.88888888888889,12.555555555555555,10.05000479835687,7764.307618888981,3,3,893,4.0,4,94.73684210526316,23.10526315789474,4.631578947368421,15.105263157894738,7.947368421052634,46.473684210526315,10.473684210526317,46.05263157894737,28.052631578947373,0.6141149584413682
83,71.44789259472495,89.47368421052632,12.697368421052632,7.93334037437516,6214.268207526115,1,1,907,4.0,4,93.33333333333333,19.53333333333333,13.933333333333328,9.000000000000002,5.066666666666666,30.000000000000004,38.46666666666667,20.266666666666673,11.8,0.6104407511781288
84,50.58893142189047,93.33333333333333,11.883333333333335,6.177461911770545,11045.233068999976,1,1,921,4.0,4,100.0,22.666666666666668,9.666666666666666,8.833333333333332,4.555555555555555,33.94444444444444,27.722222222222225,21.888888888888893,6.833333333333333,0.6067885264424727
85,60.09077135544926,77.77777777777779,11.430555555555559,7.01688739160822,3892.7777891667574,0,0,934,4.0,4,81.25,19.875,6.812500000000002,16.8125,2.7500000000000004,31.562500000000004,19.125,65.4375,4.062499999999999,0.60315815271446
86,48.60946619601664,81.25,11.5625,7.732187053944438,5024.760992062511,3,3,949,4.0,4,93.33333333333333,27.000000000000007,7.400000000000004,20.26666666666667,3.5333333333333337,54.13333333333335,23.200000000000006,62.39999999999999,8.733333333333333,0.5995494992610252
87,67.76312156442448,100.0,14.550000000000002,9.748618745723391,5477.501189066727,1,1,959,4.0,4,90.9090909090909,22.454545454545453,4.818181818181818,21.0,4.636363636363637,33.54545454545455,6.454545454545456,64.81818181818183,10.454545454545459,0.5959624361312695
88,41.2924428650806,90.9090909090909,13.227272727272728,8.757815933172614,4964.024262909416,1,1,974,4.0,4,93.33333333333333,21.60000000000001,13.666666666666666,12.333333333333336,3.3333333333333335,34.466666666666676,29.2,26.466666666666672,10.866666666666667,0.5923968341517822
89,64.58194900010913,100.0,12.733333333333333,7.373446666424127,7690.506884200174,1,1,991,4.0,4,82.35294117647058,23.705882352941178,11.411764705882353,15.52941176470588,2.647058823529412,36.58823529411765,21.0,41.35294117647059,6.647058823529413,0.5888525649219875
90,69.67366293124415,100.0,13.323529411764707,8.384974644619314,4408.080513823734,3,3,1007,4.0,4,68.42105263157895,27.210526315789473,4.473684210526317,19.684210526315784,4.578947368421053,62.36842105263158,8.736842105263161,60.63157894736841,9.05263157894737,0.5853295008095212
91,53.98489732132157,84.21052631578947,13.986842105263156,11.15237167655776,5568.388089999836,6,6,1017,4.0,4,61.53846153846153,25.92307692307692,12.92307692307692,20.923076923076923,2.8461538461538463,59.15384615384616,46.76923076923076,68.23076923076924,3.923076923076923,0.581827514945635
92,31.574660351956975,76.92307692307693,15.653846153846155,9.553283893615323,5011.505451153565,5,5,1027,4.0,4,100.0,24.000000000000004,11.299999999999999,5.4,5.2,41.0,33.4,11.100000000000001,8.299999999999999,0.5783464812206279
93,43.423766350450364,100.0,11.475,7.920778831832105,4211.098279799808,0,0,1043,4.0,4,100.0,27.375,10.125,11.125,8.375,55.06249999999999,28.875000000000007,22.5,16.8125,0.5748862742793037
94,73.50013722807627,100.0,14.250000000000002,8.020547441507771,7004.169846937543,0,0,1048,4.0,4,100.0,24.0,6.4,12.4,5.4,41.0,14.799999999999999,26.6,8.2,0.5714467695164583
95,21.434486269199997,100.0,12.05,7.436758205333367,3269.6898985999724,0,0,1059,4.0,4,66.66666666666667,24.916666666666668,2.3333333333333335,26.833333333333332,3.5000000000000004,41.58333333333333,4.083333333333333,75.75,10.750000000000002,0.5680278430723918
96,41.10002997989766,91.66666666666666,14.395833333333337,11.816595953041668,4248.680556166771,4,4,1066,4.0,4,100.0,20.111111111111114,3.6666666666666665,17.11111111111111,9.777777777777779,29.666666666666664,13.0,36.666666666666664,35.77777777777777,0.5646293718284482
97,31.139394644368075,77.77777777777779,12.666666666666668,6.646430760690311,4263.814779110463,0,0,1066,4.0,4,100.0,0.5612512334025815
98,0,0,0,0,0,0,0,1073,4,4,57.142857142857146,18.999999999999996,6.142857142857143,29.999999999999993,6.0,28.000000000000004,24.142857142857146,70.14285714285714,14.000000000000002,0.5578933061449495
99,27.350885338026988,100.0,15.285714285714286,10.233879342728622,4722.987036286213,3,3,1080,4.0,4,50.0,31.125000000000004,1.0,17.25,1.0,71.875,1.0,44.375,1.0,0.5545554691335325
100,23.522026297535348,87.5,12.593749999999998,13.920975723656861,8044.7574386250835,4,4,1090,4.0,4,50.0,36.166666666666664,0.9999999999999999,4.916666666666667,6.000000000000002,81.66666666666666,0.9999999999999999,8.916666666666666,14.000000000000004,0.551237602169779
101,32.38346935647184,83.33333333333334,12.020833333333329,14.075316071422739,3220.9644604164773,6,6,1100,4.0,4,36.36363636363637,42.0,0.9999999999999999,9.090909090909092,6.000000000000001,84.81818181818181,0.9999999999999999,18.636363636363633,19.454545454545453,0.5479395857742768
102,30.061392064016925,90.9090909090909,14.522727272727273,16.241265121291818,3287.977065818268,7,7,1111,4.0,4,78.57142857142857,26.92857142857143,20.64285714285714,4.571428571428572,12.000000000000004,52.71428571428572,58.285714285714285,9.071428571428571,42.0,0.5446613011824509
103,42.4098266362036,78.57142857142857,16.035714285714285,10.414340765759507,4214.7871687144025,3,3,1124,4.0,4,61.53846153846153,21.76923076923077,26.23076923076923,3.1538461538461537,0.9999999999999999,34.15384615384616,77.69230769230766,7.307692307692307,0.9999999999999999,0.5414026303402862
104,48.755914865826625,100.0,13.038461538461538,11.523295215829183,4696.397422384717,5,5,1127,4.0,4,100.0,33.0,14.333333333333334,15.666666666666668,1.0,62.0,43.66666666666667,55.333333333333336,1.0,0.5381634559000774
105,13.31588531105662,100.0,16.0,11.490163210481997,5682.146370999665,0,0,1136,4.0,4,77.77777777777777,35.66666666666667,6.333333333333334,16.0,2.0,78.33333333333333,14.11111111111111,42.99999999999999,3.2222222222222228,0.5349436612162014
106,34.34453076616832,100.0,15.000000000000002,13.168404569746961,5627.557996777695,2,2,1152,4.0,4,100.0,26.117647058823536,8.0,3.058823529411765,8.352941176470589,46.94117647058824,17.823529411764707,3.9411764705882355,26.823529411764703,0.531743130340919
107,65.75730554145595,94.11764705882352,11.382352941176473,9.266884535214528,7420.330443529405,0,0,1164,4.0,4,93.33333333333333,24.6,18.066666666666666,2.4666666666666672,7.000000000000002,46.199999999999996,47.666666666666664,3.2,19.200000000000003,0.5285617480201973
108,52.469218314526735,80.0,13.03333333333333,9.652186241363788,4903.797244133239,1,1,1176,4.0,4,100.0,25.08333333333333,15.166666666666664,5.583333333333335,3.6666666666666674,40.5,30.5,12.916666666666668,5.666666666666667,0.5253993996895604
109,55.25181107656685,100.0,12.375000000000002,8.883858120647654,6210.098276583267,0,0,1184,4.0,4,100.0,21.875,24.875,3.125,1.7500000000000002,32.62500000000001,64.5,5.0,4.375,0.5222559714699637
110,36.593615619821776,100.0,12.906250000000002,10.651601584075953,5564.004772875023,0,0,1197,4.0,4,87.5,21.250000000000004,21.125,1.0,10.0,31.375000000000007,62.625,1.0,39.12500000000001,0.5191313501636935
111,54.50757920472142,81.25,13.343750000000002,9.126655594460223,4718.052606750007,2,2,1209,4.0,4,53.84615384615385,23.30769230769231,26.615384615384613,0.9999999999999999,1.7692307692307694,44.46153846153847,70.38461538461539,0.9999999999999999,2.153846153846154,0.5160254232502899
112,39.76799273546091,92.3076923076923,13.173076923076923,12.604688492299518,6310.643733538689,6,6,1221,4.0,4,78.57142857142857,21.21428571428571,8.142857142857144,18.285714285714285,2.7142857142857144,32.50000000000001,14.142857142857146,52.28571428571428,8.714285714285715,0.5129380788824952
