episode,total_reward,success_rate,avg_util,avg_imbalance,avg_response_time,constraint_violations,projections,deployed_pods,avg_available_nodes,min_available_nodes,safety_compliance_rate,minikube_avg_cpu,minikube-m02_avg_cpu,minikube-m03_avg_cpu,minikube-m04_avg_cpu,minikube_avg_mem,minikube-m02_avg_mem,minikube-m03_avg_mem,minikube-m04_avg_mem,epsilon
55,21.884528647798618,71.42857142857143,9.321428571428571,5.625484067604773,5627.158825571509,0,0,329,4.0,4,90.9090909090909,20.272727272727273,13.545454545454547,1.9090909090909092,0.9999999999999999,31.90909090909091,29.81818181818181,2.3636363636363638,0.9999999999999999,0.722130914309965
56,43.01193043578234,81.81818181818183,9.181818181818183,8.71964505190129,3886.0856040000726,1,1,329,4.0,4,100.0,0.7178104550638634
57,0,0,0,0,0,0,0,332,4,4,100.0,26.333333333333336,7.000000000000001,5.000000000000001,1.0,53.666666666666664,17.0,8.0,1.0,0.7135158448261997
58,13.315104188996603,100.0,9.833333333333332,9.83217567781551,3562.589489333277,0,0,340,4.0,4,100.0,29.33333333333333,12.333333333333336,6.333333333333334,4.333333333333333,60.66666666666667,48.33333333333333,12.222222222222223,9.666666666666668,0.7092469289441468
59,36.71331559728052,88.88888888888889,13.083333333333336,9.984542075564267,4142.828067000058,0,0,352,4.0,4,100.0,27.499999999999996,10.166666666666666,9.250000000000002,14.666666666666666,52.75,29.416666666666664,22.833333333333343,38.083333333333336,0.7050035536901541
60,57.39457307026558,100.0,15.395833333333334,7.653963693706717,8474.332249416686,0,0,352,4.0,4,100.0,0.7007855662564133
61,0,0,0,0,0,0,0,352,4,4,100.0,0.6965928147493541
62,0,0,0,0,0,0,0,362,4,4,91.66666666666667,19.499999999999996,0.9999999999999999,7.5,4.833333333333333,30.0,0.9999999999999999,20.25,11.416666666666666,0.692425148184175
63,44.671412520994835,83.33333333333334,8.208333333333332,7.211141501173997,7491.593657249951,1,1,367,4.0,4,100.0,19.2,1.0,7.3999999999999995,6.999999999999999,22.799999999999997,1.0,18.8,18.4,0.6882824164794061
64,22.32765409002549,100.0,8.649999999999999,6.815639399830071,7027.813822599911,0,0,378,4.0,4,100.0,19.875,6.375,3.7500000000000004,5.5,39.875,19.437500000000004,11.500000000000002,18.062499999999996,0.6841644704515047
65,40.46207242325514,68.75,8.875,7.484478756764218,8501.864788875111,0,0,390,4.0,4,100.0,25.38461538461539,7.769230769230771,3.3076923076923075,5.6923076923076925,53.615384615384606,24.999999999999993,7.000000000000001,17.153846153846146,0.6800711618094823
66,53.68616787636429,92.3076923076923,10.53846153846154,9.432781922116797,8339.332915153906,0,0,405,4.0,4,94.11764705882354,22.705882352941178,6.0,8.470588235294118,6.705882352941177,47.05882352941176,17.470588235294116,19.176470588235293,11.941176470588234,0.676002343149566
67,67.81978874337834,88.23529411764706,10.97058823529412,8.06965286053072,6694.832573470595,1,1,415,4.0,4,100.0,20.7,7.9,3.1,1.4000000000000001,29.100000000000005,13.900000000000002,6.000000000000001,1.6999999999999997,0.6719578679498885
68,33.65703008970448,100.0,8.275000000000002,8.14323303431842,7496.062301799975,0,0,415,4.0,4,100.0,0.6679375905652136
69,0,0,0,0,0,0,0,426,4,4,100.0,23.076923076923077,6.076923076923077,6.615384615384616,8.692307692307693,36.00000000000001,12.692307692307695,19.15384615384616,22.46153846153846,0.6639413662216903
70,49.25571275191011,84.61538461538461,11.115384615384617,7.603125636413427,6635.85370453851,0,0,439,4.0,4,100.0,19.78571428571429,4.714285714285715,6.500000000000002,11.714285714285715,42.71428571428571,9.857142857142858,14.000000000000004,31.0,0.6599690510116388
71,59.13454504791451,92.85714285714286,10.67857142857143,6.076316146797307,7977.053512285692,0,0,454,4.0,4,72.22222222222223,26.94444444444445,1.1111111111111112,3.2222222222222228,8.055555555555555,64.38888888888889,1.1666666666666667,4.888888888888888,24.333333333333336,0.6560205018883697
72,70.04333276545691,83.33333333333334,9.833333333333332,10.485199726792425,6832.071715833485,5,5,463,4.0,4,100.0,18.8,3.0000000000000004,5.800000000000001,13.000000000000004,25.100000000000005,3.9999999999999996,16.0,30.0,0.6520955766610316
73,40.39090561885527,90.0,10.15,6.721385694567513,5011.431200399875,0,0,473,4.0,4,100.0,14.38461538461539,6.230769230769232,15.230769230769232,5.461538461538462,15.692307692307697,18.84615384615385,41.76923076923077,12.153846153846153,0.6481941339894912
74,43.51108778209436,76.92307692307693,10.326923076923075,5.388829304070059,4843.9541648460645,0,0,485,4.0,4,100.0,25.25,10.625000000000002,3.6875,9.562500000000002,43.875,35.5625,7.6875,33.75,0.6443160333792438
75,54.451603368223196,75.0,12.28125,8.057634856719535,4563.739248250158,0,0,497,4.0,4,71.42857142857143,33.214285714285715,7.928571428571429,3.0000000000000004,13.07142857142857,78.07142857142857,23.64285714285714,6.285714285714285,38.78571428571429,0.6404611351763536
76,55.78953336007751,85.71428571428571,14.303571428571429,11.776699153327293,4564.163697785781,4,4,503,4.0,4,66.66666666666667,27.999999999999996,7.000000000000001,5.833333333333334,4.0,69.99999999999999,28.000000000000004,9.833333333333334,14.500000000000002,0.6366293005624242
77,27.87664572287051,100.0,11.208333333333336,9.851968206274957,8086.819842833241,2,2,512,4.0,4,100.0,20.25,5.166666666666667,9.500000000000002,4.25,41.33333333333333,9.249999999999998,23.0,13.250000000000004,0.6328203915495999
78,38.74748410605458,75.0,9.791666666666666,6.648569703099059,6143.975279833285,0,0,526,4.0,4,100.0,16.375,6.937499999999999,6.125000000000001,4.4375,27.249999999999996,20.875,19.437500000000004,9.5,0.6290342709755973
79,52.913260333973,87.5,8.46875,5.118286521213437,12881.337156124744,0,0,541,4.0,4,80.0,27.450000000000003,2.0500000000000003,1.1,5.600000000000001,58.85,2.8500000000000005,1.1500000000000001,10.4,0.6252708024987653
80,53.424822723818885,75.0,9.05,10.841710598944596,11059.448853549975,4,4,551,4.0,4,83.33333333333334,28.083333333333332,0.9999999999999999,3.000000000000001,7.333333333333332,54.25000000000001,0.9999999999999999,10.000000000000002,16.333333333333332,0.6215298505931756
81,47.6605694277377,83.33333333333334,9.854166666666668,10.881890485466872,4882.087314833295,2,2,565,4.0,4,93.75,28.749999999999996,3.6250000000000004,8.0625,11.3125,61.0,5.3125,16.8125,38.74999999999999,0.6178112805437415
82,63.87257857538564,87.5,12.937500000000002,9.900601501727552,4866.7471390625105,1,1,577,4.0,4,100.0,25.066666666666666,4.466666666666668,1.0,4.600000000000001,41.2,6.866666666666667,1.0,11.733333333333334,0.6141149584413682
83,54.56970296114509,80.0,8.783333333333335,9.7689427802805,4952.38807813336,0,0,593,4.0,4,75.0,33.3125,1.8750000000000002,7.250000000000001,8.625,75.25,2.3125,14.8125,18.6875,0.6104407511781288
84,78.67469555552466,100.0,12.765624999999996,12.344384259323595,6089.4639436249345,4,4,599,4.0,4,50.0,36.99999999999999,1.0,1.0,1.6666666666666667,67.16666666666667,1.0,1.0,2.1666666666666665,0.6067885264424727
85,32.30807467370434,100.0,10.166666666666666,15.510696257198125,6003.714568000305,3,3,611,4.0,4,84.61538461538461,37.07692307692307,12.692307692307692,4.769230769230769,0.9999999999999999,65.76923076923077,34.92307692307692,7.923076923076922,0.9999999999999999,0.60315815271446
86,56.78064083542183,92.3076923076923,13.884615384615387,14.543746095738335,5089.6608379999425,2,2,628,4.0,4,100.0,22.55555555555556,4.611111111111112,3.833333333333333,7.500000000000001,42.77777777777778,8.88888888888889,7.444444444444446,22.72222222222222,0.5995494992610252
87,77.20947793366345,94.44444444444444,9.625,8.710862799537447,7529.859089611061,0,0,642,4.0,4,93.33333333333333,30.466666666666665,1.3333333333333333,3.0666666666666673,5.4,51.066666666666684,1.866666666666667,6.066666666666666,18.6,0.5959624361312695
88,64.28357320993884,93.33333333333333,10.066666666666666,12.095884090460878,4515.466318933553,1,1,659,4.0,4,68.42105263157895,21.052631578947366,17.89473684210526,5.0,8.263157894736842,36.578947368421055,66.73684210526315,11.21052631578947,28.157894736842103,0.5923968341517822
89,81.17706732681125,89.47368421052632,13.052631578947372,7.775197608728117,5432.210192842161,6,6,667,4.0,4,80.0,29.4,0.9999999999999999,2.4,3.4999999999999996,71.69999999999999,0.9999999999999999,3.1,4.6000000000000005,0.5888525649219875
90,36.59637353392054,80.0,9.075000000000001,11.795400970847702,4810.767497500001,2,2,676,4.0,4,100.0,20.09090909090909,4.09090909090909,14.909090909090905,5.2727272727272725,33.545454545454554,7.181818181818181,43.727272727272734,7.090909090909091,0.5853295008095212
91,37.848958717371275,81.81818181818183,11.09090909090909,7.119051168533449,3419.5492495452777,0,0,678,4.0,4,50.0,13.5,10.0,21.5,13.0,17.5,21.0,75.5,38.0,0.581827514945635
92,9.628599191369894,100.0,14.500000000000002,4.523346810501758,3966.700559999481,1,1,692,4.0,4,88.23529411764706,27.0,4.8235294117647065,8.294117647058824,7.470588235294118,62.17647058823529,12.52941176470588,29.705882352941178,20.941176470588232,0.5783464812206279
93,66.38061736272667,82.35294117647058,11.897058823529411,9.333103929326473,6432.242628117606,2,2,707,4.0,4,87.5,20.9375,15.0625,14.0625,5.875,38.24999999999999,50.875,41.93750000000001,22.937500000000004,0.5748862742793037
94,68.87693855464958,93.75,13.984374999999998,6.512566730746247,5308.938092749941,2,2,721,4.0,4,35.294117647058826,33.11764705882353,1.8823529411764708,3.2352941176470593,1.1176470588235294,86.76470588235294,4.352941176470589,5.411764705882352,1.1764705882352942,0.5714467695164583
95,71.15060634876629,82.35294117647058,9.838235294117647,13.571337310566149,5471.660886235387,11,11,730,4.0,4,100.0,17.416666666666668,0.9999999999999999,11.583333333333332,3.3333333333333335,30.916666666666664,0.9999999999999999,20.583333333333332,4.666666666666666,0.5680278430723918
96,38.25616537098099,75.0,8.333333333333332,7.935053024980617,4087.475137583245,0,0,738,4.0,4,100.0,21.454545454545457,0.9999999999999999,16.36363636363637,6.363636363636366,45.09090909090909,0.9999999999999999,31.54545454545455,13.0,0.5646293718284482
97,35.474277237544335,72.72727272727273,11.295454545454547,8.725390873041638,4795.594505727257,0,0,753,4.0,4,100.0,16.46666666666666,13.599999999999998,8.333333333333332,7.866666666666668,26.333333333333336,34.93333333333333,15.533333333333335,16.333333333333336,0.5612512334025815
98,67.62151610765937,100.0,11.566666666666668,5.0632975385347345,5970.347224266637,0,0,766,4.0,4,100.0,15.705882352941176,3.4117647058823533,13.705882352941176,8.705882352941178,25.76470588235294,6.705882352941177,37.70588235294118,18.235294117647058,0.5578933061449495
99,57.44892026689795,76.47058823529412,10.382352941176471,5.259230752031491,4499.185411823419,0,0,771,4.0,4,80.0,14.000000000000002,16.4,5.2,1.0,14.000000000000002,64.8,9.2,1.0,0.5545554691335325
100,22.736488922454953,100.0,9.15,6.423407183633659,9317.690039800073,1,1,778,4.0,4,100.0,17.0,20.888888888888886,5.0,5.444444444444445,19.55555555555556,76.77777777777777,8.0,8.444444444444445,0.551237602169779
101,31.11736790848515,77.77777777777779,12.083333333333332,7.205939565346547,3185.466126222208,0,0,781,4.0,4,100.0,29.666666666666664,11.666666666666666,2.3333333333333335,8.0,63.0,35.0,3.3333333333333335,12.0,0.5479395857742768
102,13.863874692114482,100.0,12.916666666666668,10.401392309839078,7341.216775999783,0,0,787,4.0,4,100.0,21.0,5.857142857142858,6.999999999999999,7.142857142857142,38.42857142857143,20.42857142857143,15.142857142857144,10.571428571428571,0.5446613011824509
103,26.84167175893038,85.71428571428571,10.25,6.919197531597357,7120.148626714321,0,0,793,4.0,4,100.0,17.0,1.0,11.875,5.75,19.124999999999996,1.0,20.75,9.5,0.5414026303402862
104,26.068608186217908,75.0,8.90625,6.09363064552767,2937.917013375113,0,0,793,4.0,4,100.0,0.5381634559000774
105,0,0,0,0,0,0,0,793,4,4,100.0,0.5349436612162014
106,0,0,0,0,0,0,0,798,4,4,100.0,28.166666666666668,2.666666666666667,10.333333333333334,8.0,55.99999999999999,5.333333333333334,16.833333333333332,15.5,0.531743130340919
107,23.212812533092013,83.33333333333334,12.291666666666668,9.701830136615914,3713.4743198334945,0,0,805,4.0,4,100.0,22.88888888888889,7.888888888888889,2.111111111111111,5.222222222222221,47.888888888888886,27.88888888888889,2.8888888888888893,10.0,0.5285617480201973
108,31.377790380507978,77.77777777777779,9.527777777777779,8.20709482675739,6638.210532999841,0,0,812,4.0,4,100.0,23.3,15.299999999999999,5.300000000000001,1.8000000000000003,47.099999999999994,61.80000000000001,8.6,2.2,0.5253993996895604
109,32.19032980777236,70.0,11.425,8.68009108414022,4400.918104300035,0,0,821,4.0,4,100.0,24.500000000000004,16.499999999999996,3.0000000000000004,2.5,49.1,35.4,4.3,4.9,0.5222559714699637
110,39.874005016125174,90.0,11.625,9.626529072744725,4804.5150905999435,0,0,835,4.0,4,93.33333333333333,20.400000000000002,19.200000000000006,6.800000000000001,4.800000000000001,37.13333333333334,54.6,24.2,12.533333333333335,0.5191313501636935
111,66.44038934758122,93.33333333333333,12.8,7.951078299608029,5913.210094200014,1,1,839,4.0,4,100.0,26.5,3.25,7.000000000000001,5.500000000000001,54.75,5.750000000000001,28.000000000000004,21.250000000000004,0.5160254232502899
112,18.168605070977137,100.0,10.5625,9.428291075190504,5222.735565750099,0,0,853,4.0,4,53.333333333333336,20.06666666666667,22.866666666666667,3.0000000000000004,5.266666666666668,41.0,66.33333333333333,10.000000000000002,18.933333333333334,0.5129380788824952
113,66.65734342970403,93.33333333333333,12.8,9.530363523281201,6319.726576733229,7,7,854,4.0,4,0.0,11.0,20.0,1.0,1.0,11.0,59.0,1.0,1.0,0.5098692058822261
114,4.762473685668303,100.0,8.25,7.917543811056558,15376.693164999779,1,1,854,4.0,4,100.0,0.5068186937365698
115,0,0,0,0,0,0,0,859,4,4,100.0,16.0,21.666666666666664,1.0,1.0,29.5,61.333333333333314,1.0,1.0,0.503786432593805
116,23.363547485123483,83.33333333333334,9.916666666666666,9.459938697283139,5454.644647000198,0,0,859,4.0,4,100.0,0.5007723132594453
117,0,0,0,0,0,0,0,872,4,4,92.85714285714286,21.714285714285715,19.642857142857142,5.5,2.714285714285714,43.35714285714286,55.928571428571416,19.0,4.0,0.49777622719230774
118,60.02708595092114,92.85714285714286,12.392857142857142,8.87150501080751,4031.621355428732,1,1,881,4.0,4,55.55555555555556,13.777777777777779,23.44444444444445,2.3333333333333335,3.888888888888889,18.22222222222222,61.888888888888886,3.0000000000000004,6.000000000000001,0.49479806650060315
119,43.600090479844866,100.0,10.861111111111112,8.518183407981978,7304.067599555816,4,4,883,4.0,4,100.0,16.499999999999996,4.5,1.0,3.0,19.0,6.0,1.0,4.0,0.4918377239380519
120,9.28433310482704,100.0,6.25,6.094448252882681,9025.697992999994,0,0,895,4.0,4,100.0,26.266666666666666,1.666666666666667,1.0,9.266666666666666,49.93333333333333,2.0000000000000004,1.0,22.933333333333337,0.48889509290002153
121,54.39873735890331,80.0,9.55,10.26682226669313,5158.902023800086,0,0,903,4.0,4,100.0,24.699999999999996,2.9,5.2,8.200000000000001,56.699999999999996,4.5,14.399999999999999,33.400000000000006,0.48597006741968746
122,29.93841826725992,80.0,10.25,8.85244149052196,5489.1329191001205,0,0,909,4.0,4,66.66666666666667,29.666666666666668,18.666666666666664,12.0,4.000000000000001,76.16666666666667,39.33333333333333,42.0,14.500000000000002,0.48306254216421723
123,24.73529184390523,100.0,16.083333333333332,9.52615642274873,3805.0938605001647,2,2,925,4.0,4,76.47058823529412,19.235294117647058,15.941176470588236,4.882352941176471,3.1176470588235294,30.352941176470587,47.41176470588235,18.47058823529412,10.529411764705884,0.48017241243097747
124,73.7570022585481,94.11764705882352,10.794117647058824,7.69365629364341,6883.396181588282,4,4,932,4.0,4,25.0,21.000000000000004,33.625,1.0,1.0,25.75,93.875,1.0,1.0,0.4772995741437637
125,35.838400110848745,87.5,14.15625,13.915655326820897,2630.749855499971,6,6,947,4.0,4,50.0,14.250000000000002,25.937500000000004,1.7500000000000002,4.0,18.625,83.4375,4.375,6.25,0.4744439238490519
126,72.41185253697527,93.75,11.484375,9.760692314839744,5216.834229624908,8,8,961,4.0,4,100.0,11.600000000000005,8.200000000000001,11.866666666666664,9.466666666666667,11.600000000000005,22.2,32.59999999999999,22.0,0.47160535871227305
127,62.98620486329941,93.33333333333333,10.283333333333333,3.3174000349027115,5849.073009933393,0,0,961,4.0,4,100.0,0.46878377651411085
128,0,0,0,0,0,0,0,968,4,4,100.0,25.285714285714285,15.571428571428573,3.428571428571429,7.000000000000001,52.42857142857142,50.28571428571428,5.571428571428571,25.000000000000007,0.46597907564681984
129,34.97940913206155,100.0,12.821428571428573,8.907575561611704,7131.020559285649,0,0,982,4.0,4,81.25,38.25,1.0,5.625,1.0,79.06249999999999,1.0,14.499999999999998,1.0,0.46319115511056647
