episode,total_reward,success_rate,avg_util,avg_imbalance,avg_response_time,deployed_pods,avg_available_nodes,min_available_nodes,safety_compliance_rate,safety_compliance_rate_after,z3_unsafe_prevented,epsilon,minikube_avg_cpu,minikube_avg_mem,minikube-m02_avg_cpu,minikube-m02_avg_mem,minikube-m03_avg_cpu,minikube-m03_avg_mem,minikube-m04_avg_cpu,minikube-m04_avg_mem,minikube_avg_rt,minikube-m02_avg_rt,minikube-m03_avg_rt,minikube-m04_avg_rt
23,0.6445810562751682,15.0,28.625,9.595194641300267,2376.5274285005944,105,4.0,4,29.411764705882355,100.0,12,0.9369646099818429,31.36842105263159,46.47368421052631,33.526315789473685,55.736842105263165,16.157894736842103,50.21052631578947,34.36842105263159,50.89473684210526,15.005254999778117,71.23698099991695,40.10672199898787,100.0
24,6.834336150536545,15.0,28.85526315789474,7.709209477116829,943.6838409476063,108,4.0,4,66.66666666666666,100.0,1,0.9347182546525445,36.0,79.0,28.400000000000002,45.60000000000001,16.599999999999998,46.8,25.599999999999994,51.0,100.0,100.0,87.7168960001048,14.919884665990443
25,33.15127118270246,60.0,26.650000000000002,9.14774007501797,10826.661337400583,120,4.0,4,53.333333333333336,100.0,7,0.9291259000728042,37.588235294117645,57.17647058823528,28.17647058823529,66.29411764705883,28.058823529411757,58.352941176470594,39.29411764705882,81.41176470588235,41.11592900050406,17.54378050009109,19.633694333727664,28.15989708287816
26,9.15102452849149,10.0,33.279411764705884,7.149509277187617,3584.5377325293907,122,4.0,4,100.0,100,0,0.9280114506203649,49.66666666666668,63.0,26.666666666666668,50.66666666666667,23.0,59.0,34.66666666666667,62.0,100.0,100.0,100.0,27.829922999444534
27,2.466290782701712,35.0,33.5,12.2468202155628,8091.255750334312,129,4.0,4,66.66666666666666,100.0,2,0.9255088243570071,35.5,55.50000000000001,21.625,42.25,9.5,22.249999999999996,34.75,62.0,51.01631542867316,17.517788714290614,49.92190185678607,100.0
28,22.977060960677438,30.0,25.34375,12.067016515704243,7213.874852874824,135,4.0,4,50.0,100.0,3,0.9230129470817245,28.375,61.74999999999999,32.75,63.87499999999999,30.500000000000004,68.75,26.625,46.5,100.0,27.005584000350307,12.263098332671992,70.34640850003295
29,5.123922565210411,5.0,29.562500000000004,4.9243783147746285,3185.797571375133,136,4.0,4,100,100,0,0.9224592223846408,34.0,68.0,25.0,55.00000000000001,33.0,72.0,11.0,14.000000000000002,11.415210999984993,100.0,100.0,100.0
30,22.02800080228119,40.0,25.750000000000007,9.202581159652983,8620.311107000816,144,4.0,4,80.0,100.0,2,0.918868099963192,31.333333333333336,50.74999999999999,28.249999999999996,55.83333333333332,32.75,71.24999999999999,12.916666666666668,18.91666666666667,24.544017374819305,10.384690750925074,37.30470925065674,47.28487062525346
31,42.711097278746735,85.0,26.3125,9.655618478775112,3866.3262167497123,161,4.0,4,72.22222222222221,100.0,5,0.9133705757611884,38.24999999999999,61.849999999999994,23.299999999999997,51.1,24.65,41.75,7.15,10.45,17.54328794143957,39.74272988285948,13.310693999836289,28.364298117530243
32,8.583704725562422,60.0,23.3375,12.91238017708502,3794.5764629499536,173,4.0,4,62.5,100.0,6,0.9079059428657316,43.94444444444445,59.66666666666667,29.33333333333333,55.44444444444444,36.388888888888886,68.72222222222223,23.83333333333334,70.83333333333334,17.52036600022014,71.00340633320836,41.82364783328012,12.41166441589788
33,3.980356980594391,20.0,33.375,8.665015768250623,4087.392205444606,177,4.0,4,66.66666666666666,100.0,1,0.9062729373514374,34.400000000000006,41.2,28.999999999999996,67.60000000000001,17.2,31.4,22.200000000000003,68.39999999999999,34.09754200029056,9.113869999055169,55.76420975039582,100.0
34,13.55555281864289,65.0,25.7,7.262236735674074,6971.020818199395,190,4.0,4,46.666666666666664,100.0,8,0.9008507691350092,43.11764705882353,64.58823529411765,28.999999999999996,62.41176470588235,30.411764705882355,67.0,15.176470588235293,31.588235294117645,31.521648000433252,25.71608438520343,12.78606576810349,19.43407915381473
35,19.052910448133638,35.0,29.426470588235297,10.922109229701723,4488.025296764724,197,4.0,4,83.33333333333334,100.0,1,0.8984213887726265,33.25,64.0,18.0,32.25,14.750000000000002,26.75,28.000000000000004,57.74999999999999,68.26036185666453,42.720901856695754,75.00859542830896,40.89008700066188
36,15.07022528097245,40.0,23.5,9.819100093884693,9040.619701750302,205,4.0,4,75.0,100.0,3,0.894386971578094,36.0,78.99999999999999,22.285714285714285,47.071428571428584,20.142857142857146,33.5,9.928571428571429,22.99999999999999,100.0,22.082081251437558,35.04570299983243,11.344627999733348
37,-17.121852991866234,35.0,22.089285714285715,11.122759096176194,1981.1239959999511,212,4.0,4,13.333333333333334,100.0,13,0.8890359162716752,33.58823529411764,68.64705882352942,41.588235294117645,76.47058823529412,41.11764705882353,83.64705882352942,24.88235294117647,75.99999999999999,63.17210228584632,90.60974171443377,100.0,11.413403285457337
38,-1.4118748545864537,50.0,35.294117647058826,8.070061756758042,1997.7263637062124,222,4.0,4,47.05882352941176,100.0,9,0.8837168759585448,36.421052631578945,65.84210526315788,33.05263157894737,76.0,19.26315789473684,46.68421052631578,20.157894736842106,60.0,21.451756300266425,12.03274839954247,65.0194890001876,29.051185099997383
39,3.8000837708421735,40.0,27.22368421052631,9.504876353434963,4134.28051942097,230,4.0,4,35.294117647058826,100.0,11,0.8784296590952151,36.368421052631575,73.36842105263159,34.05263157894737,72.15789473684208,28.631578947368432,72.42105263157895,25.31578947368421,67.05263157894736,10.763521000626497,55.16251900012321,21.587164999982633,34.51991312513201
40,0.8690751879950795,10.0,31.092105263157894,5.454791174111118,2009.5608722631848,232,4.0,4,50.0,100.0,1,0.876586616213304,35.0,72.0,44.5,68.5,36.0,82.0,26.0,69.0,100.0,9.696164999695611,100.0,100.0
41,15.775650024655448,25.0,35.375,6.629013834801982,1675.874985000064,237,4.0,4,80.0,100.0,1,0.874222670502961,34.57142857142858,61.71428571428571,32.714285714285715,49.85714285714286,23.28571428571429,46.28571428571429,3.8571428571428577,4.714285714285714,12.33888000024308,46.723289800356724,27.32826679959544,65.16622840004857
42,1.7441647150717063,10.0,23.607142857142858,13.44492262637878,4638.885041714145,239,4.0,4,100.0,100,0,0.872650249424687,39.0,75.0,31.0,45.0,25.0,62.0,11.0,14.000000000000002,11.308628000733734,100.0,100.0,100.0
43,-5.3865389262682095,40.0,26.5,10.351772878095078,3197.677901500356,247,4.0,4,25.0,100.0,12,0.8674292434214438,44.00000000000001,82.0,30.444444444444446,62.5,24.666666666666664,73.0,27.833333333333332,65.8888888888889,100.0,22.658287250305875,48.730221875848656,11.798473999988346
44,11.50642969652817,30.0,31.73611111111111,8.134810378607595,2487.700143444575,253,4.0,4,71.42857142857143,100.0,2,0.8648304659706199,26.444444444444443,43.222222222222214,30.555555555555557,61.44444444444444,20.111111111111114,61.66666666666666,23.888888888888893,46.77777777777778,45.8849926670761,99.87371550032549,11.503405999974348,36.35939833317631
45,26.728908466917304,75.0,25.25,6.21831525427986,8896.72954622256,268,4.0,4,66.66666666666666,100.0,5,0.8596562451901905,17.41176470588235,27.47058823529412,20.529411764705884,59.29411764705881,14.88235294117647,34.11764705882353,13.411764705882353,29.705882352941178,20.48163766640452,42.94505586648787,65.87507026682336,65.61231513325765
46,-12.25641013634696,55.00000000000001,16.558823529411764,8.742695284187088,10057.465734647312,279,4.0,4,41.17647058823529,100.0,10,0.8545129814143279,32.21052631578948,68.94736842105263,17.210526315789473,50.526315789473685,31.63157894736843,75.42105263157893,22.789473684210527,58.31578947368421,11.407537636015066,48.0442916361922,24.682069636963373,59.57566172728548
47,16.158003985560114,65.0,25.960526315789473,7.803005488052314,4012.90858868436,292,4.0,4,66.66666666666666,100.0,4,0.8496553860452314,35.78571428571429,64.28571428571429,28.214285714285715,57.285714285714285,24.285714285714295,49.07142857142858,21.857142857142858,50.28571428571428,33.540467846306946,14.730053615774242,25.727407154045068,67.06797107763123
48,20.25277440457096,70.0,27.53571428571428,7.6034167267083745,7674.961719856973,306,4.0,4,64.70588235294117,100.0,6,0.8445719567169815,34.473684210526315,61.94736842105263,23.842105263157894,56.73684210526315,26.157894736842106,57.315789473684205,18.736842105263154,44.78947368421052,47.0386941426893,14.334373713869095,18.44232635745097,32.412795142902596
49,-10.2815610344648,50.0,25.802631578947366,7.528115377376274,4820.829102842158,316,4.0,4,41.66666666666667,100.0,7,0.8402749618084034,31.571428571428573,66.85714285714285,31.5,66.85714285714285,26.92857142857143,53.071428571428555,23.214285714285708,60.7142857142857,100.0,23.505693699516996,48.69843540007423,27.817073400728987
50,22.457730360378545,25.0,28.303571428571427,6.369779725732835,7979.105926142698,321,4.0,4,100.0,100,0,0.838008939997511,23.57142857142857,35.857142857142854,3.0000000000000004,7.714285714285715,33.14285714285714,49.42857142857143,1.0,1.0,31.64289660009672,100.0,24.76844499942672,100.0
51,-9.656048339052981,50.0,15.178571428571427,14.438005101545018,5227.708350857159,331,4.0,4,40.0,100.0,9,0.8329951905493411,43.23529411764706,70.0,26.470588235294123,64.6470588235294,23.235294117647058,46.705882352941174,8.294117647058822,15.941176470588236,13.423931999568595,20.036738599956152,41.951229000078456,75.1147784000932
52,5.025808558941919,60.0,25.308823529411768,13.958753933360303,2943.526840882495,343,4.0,4,60.0,100.0,6,0.8280114380168717,40.41176470588235,63.05882352941177,21.588235294117645,44.88235294117647,19.941176470588236,58.647058823529406,13.294117647058822,26.05882352941176,24.798659750225244,99.473203333946,49.00087133304017,34.535064999454335
53,5.677779217009185,75.0,23.808823529411764,12.088148820740379,8235.339593882172,358,4.0,4,56.25,100.0,7,0.8230575029306327,48.55555555555556,62.5,21.833333333333336,54.49999999999999,17.333333333333336,53.388888888888886,10.500000000000002,15.666666666666664,137.88221286636448,17.656847599573666,18.015616334353883,23.639850866384222
54,5.2347028613863245,60.0,24.55555555555556,15.70299730135699,7227.521933944445,370,4.0,4,44.44444444444444,100.0,10,0.8181332068949091,34.45,51.94999999999999,22.349999999999998,58.44999999999998,24.05,63.89999999999999,29.69999999999999,70.05,15.248622582930693,88.9349697498498,20.603293417449702,93.05816466664207
55,-1.5306093577134137,55.00000000000001,27.6375,6.717915813055864,3420.1154597499226,381,4.0,4,33.33333333333333,100.0,8,0.8139707264850318,38.714285714285715,66.64285714285715,29.78571428571429,53.142857142857146,20.64285714285714,45.928571428571416,26.0,78.64285714285715,58.21573145460041,28.794869454048406,19.05267754439344,11.825571000372292
56,11.673546492091928,55.00000000000001,28.78571428571429,8.340639660575668,5107.657873143061,392,4.0,4,64.70588235294117,100.0,6,0.8091007960034393,36.84210526315789,61.421052631578945,33.26315789473684,48.52631578947367,18.36842105263158,46.21052631578948,25.631578947368418,77.73684210526316,15.745597728461938,70.81246490908433,35.382809090746875,45.47926845493335
57,13.352720822731024,15.0,28.52631578947368,8.86130816758976,4912.019673947725,395,4.0,4,100.0,100,0,0.8074032127679657,15.333333333333332,22.33333333333334,20.333333333333332,26.5,10.333333333333334,32.33333333333333,13.666666666666668,39.33333333333333,9.755158000189112,58.40868999972978,100.0,100.0
58,9.428417216170732,10.0,14.916666666666664,6.308287855580928,4337.36844266635,397,4.0,4,100,100,0,0.8066767678535423,27.999999999999996,48.0,31.0,45.0,1.0,1.0,1.0,1.0,14.710131999891018,100.0,100.0,100.0
59,28.604962532252728,80.0,15.25,14.526379730487793,4979.576563499904,413,4.0,4,58.82352941176471,100.0,7,0.8018504766212683,40.21052631578948,77.78947368421053,34.05263157894736,65.94736842105262,29.105263157894733,45.73684210526315,14.578947368421053,30.10526315789474,15.16956918806045,27.403492874987023,33.54635681241689,35.668715125848394
60,2.132241532885631,10.0,29.486842105263158,11.696040261615225,4445.874363421019,415,4.0,4,99,100.0,1,0.8008886889619868,30.666666666666664,38.99999999999999,32.0,59.0,51.0,76.00000000000001,34.99999999999999,69.0,12.90244849951705,100.0,100.0,100.0
61,-0.17219207354395538,60.0,37.166666666666664,8.796388465068183,2131.6923110001276,427,4.0,4,47.05882352941176,100.0,9,0.7960970274048432,41.31578947368421,55.63157894736843,31.68421052631579,56.84210526315789,32.05263157894737,65.63157894736842,30.736842105263147,67.63157894736842,83.04838624914434,11.691829416273928,34.63400249947881,55.81281416665055
62,9.498095199903872,10.0,33.94736842105263,6.936896576292434,3862.7355508947644,429,4.0,4,100,100,0,0.7953807550048818,47.0,65.0,29.000000000000004,67.0,1.0,1.0,27.0,82.0,12.476633000005677,100.0,100.0,100.0
63,-5.891448890251579,55.00000000000001,26.0,16.698413334935456,6231.976802499958,440,4.0,4,35.294117647058826,100.0,11,0.7906220470351286,51.52631578947368,73.26315789473684,37.99999999999999,66.15789473684211,21.789473684210524,50.1578947368421,20.157894736842106,60.68421052631577,59.660816454826005,12.157211545358718,19.145472727243693,75.25925363624992
64,-5.61532399000035,70.0,32.868421052631575,13.876796711914864,3477.808684999936,454,4.0,4,50.0,100.0,8,0.7858918100855738,40.666666666666664,76.33333333333331,20.277777777777782,41.111111111111114,17.77777777777778,53.444444444444436,18.333333333333336,47.444444444444436,18.98515057133149,32.48546771413073,37.04345399990935,24.433831856523675
65,-3.4236375535418544,15.0,24.26388888888889,11.123975552615489,4972.573598111214,457,4.0,4,25.0,100.0,6,0.7833022537777036,32.9,50.2,26.899999999999995,69.99999999999999,27.0,82.0,35.0,79.0,13.284176999756406,100.0,100.0,100.0
66,0.9135154641914558,10.0,30.45,4.90181295004113,1593.6033081999994,459,4.0,4,100.0,100,0,0.7821280051576056,48.0,65.0,26.0,69.0,22.333333333333336,66.33333333333333,34.99999999999999,79.0,13.319890000275336,100.0,100.0,100.0
67,28.531707798851656,75.0,32.83333333333333,10.097728487335022,3149.542765999892,474,4.0,4,76.47058823529412,100.0,4,0.7774485874723135,38.578947368421055,52.578947368421055,15.368421052631579,40.526315789473685,29.263157894736842,55.78947368421051,19.421052631578952,42.526315789473685,20.335105399620563,51.36364366660322,25.64574326701404,40.07764686631466
68,26.585134909784866,35.0,25.657894736842106,13.028979375750449,7467.511731842024,481,4.0,4,80.0,100.0,1,0.774886852042707,27.42857142857143,46.28571428571429,9.857142857142858,17.285714285714285,17.857142857142858,39.42857142857142,16.571428571428573,23.85714285714286,42.6183608575749,14.88005257124314,57.2729011427977,45.497433570770745
69,1.84866605879826,5.0,17.928571428571427,8.476838942726408,15519.537548857053,482,4.0,4,100.0,100,0,0.7741896630743968,21.0,24.0,14.333333333333334,18.666666666666668,18.666666666666668,43.0,4.666666666666667,7.666666666666668,100.0,228.91920500114793,100.0,100.0
70,14.847521998792796,80.0,14.666666666666666,7.487317524282988,8352.31702099918,498,4.0,4,58.82352941176471,100.0,7,0.7695577399399853,33.157894736842096,69.15789473684208,40.05263157894737,72.52631578947367,20.52631578947369,50.52631578947368,15.31578947368421,45.42105263157895,13.736528061826903,668.9217331242844,30.836514437214646,44.98552856293827
71,6.333806896943095,50.0,27.26315789473684,11.21460280770276,4753.768266947622,508,4.0,4,37.5,100.0,10,0.7649535292808837,31.499999999999993,57.611111111111114,21.833333333333336,60.72222222222222,30.555555555555557,72.0,25.722222222222218,74.8888888888889,55.88294799999858,15.239665901026456,20.287918200083368,39.03181270005007
72,22.760796619027957,65.0,27.402777777777782,6.139519239353651,5059.114705111117,521,4.0,4,52.94117647058824,100.0,8,0.7603768652952714,32.84210526315789,55.99999999999999,20.789473684210524,55.26315789473685,39.94736842105264,70.73684210526315,14.315789473684212,39.63157894736842,58.7353433849505,17.575867461905894,20.592861769210476,39.69989669212037
73,6.390613313685748,70.0,26.973684210526315,11.20307827914663,5167.193128736854,535,4.0,4,43.75,100.0,9,0.7558275831733088,47.111111111111114,68.44444444444444,24.88888888888889,62.33333333333335,29.888888888888893,47.94444444444445,27.72222222222222,56.277777777777786,249.05816821353386,15.060119000476593,49.104287785251344,20.089831999523863
74,12.01491578964643,20.0,32.40277777777778,11.928414265842093,5583.918298888824,539,4.0,4,50.0,100.0,1,0.7542417730487345,18.5,20.75,26.0,41.99999999999999,36.0,82.0,20.25,44.0,100.0,56.165291499200976,11.19600699894363,32.42328775004353
75,9.894539566573233,10.0,25.1875,7.676910958695267,5240.468303999933,541,4.0,4,100,100,0,0.7533370901301816,11.0,11.0,18.0,41.5,36.0,82.0,27.500000000000004,55.00000000000001,100.0,100.0,100.0,10.97111700073583
76,6.735606170577813,15.0,23.125,10.091007223779464,8943.040374000702,544,4.0,4,80.0,100.0,1,0.7515309783847178,18.000000000000004,34.5,22.833333333333336,47.666666666666664,35.99999999999999,82.0,33.0,65.0,39.57359200091256,10.220031667510435,100.0,100.0
77,24.608620579054662,25.0,27.458333333333336,7.62036828122909,1375.6347929999417,549,4.0,4,100.0,100,0,0.7499541830136756,20.0,21.0,37.5,69.0,11.833333333333334,24.16666666666666,39.666666666666664,74.33333333333333,18.012067999734427,48.20705799960706,64.0191694002715,30.088398400694132
78,0.17746320810987104,25.0,27.250000000000004,11.904584667549674,2984.28853983296,554,4.0,4,50.0,100.0,2,0.7483806959342588,40.33333333333333,51.33333333333333,38.99999999999999,67.66666666666667,28.166666666666668,35.0,43.0,79.0,10.244507799507119,100.0,27.571100799759733,100.0
79,5.408689172389373,5.0,37.625,7.531726801365044,2307.5019668337213,555,4.0,4,100.0,100,0,0.7474830431438946,50.0,65.0,36.0,52.0,37.0,45.0,43.0,79.0,100.0,12.845551000282285,100.0,100.0
80,4.46413054555086,40.0,41.5,5.879648505145019,1676.6039074991568,563,4.0,4,40.0,100.0,9,0.7430109038668479,54.11764705882353,69.23529411764706,37.882352941176464,57.82352941176471,37.29411764705882,45.76470588235294,34.88235294117648,70.8235294117647,13.627246999021736,23.182477499130982,66.01847837487185,44.97399374995439
81,11.873179334508736,45.0,41.04411764705882,8.664424517021507,3199.1191193527116,572,4.0,4,42.857142857142854,100.0,4,0.7403404736871894,21.666666666666668,33.44444444444445,42.11111111111111,62.22222222222222,23.555555555555557,40.0,27.111111111111114,70.44444444444444,22.55181933384544,10.036326000772533,31.0959937779747,60.86801244479526
82,24.99975894786872,25.0,28.61111111111111,10.93683691621093,5312.457729555616,577,4.0,4,100.0,100,0,0.739008859894498,26.0,47.599999999999994,31.0,45.0,32.599999999999994,58.00000000000001,10.8,15.0,12.68420580017846,100.0,27.090327200421598,46.35942100016109
83,-5.244080735275267,45.0,25.1,9.001607014208536,2983.3166193995567,586,4.0,4,50.0,100.0,7,0.7345874210689172,42.9375,75.06250000000001,29.000000000000004,64.375,35.5,61.12499999999999,32.25,62.87499999999999,29.66763688822943,12.857190444063033,52.06425100028961,20.502980445356418
84,13.69047590902895,20.0,34.921875,7.0376176668186075,3464.0399205623,590,4.0,4,100.0,100,0,0.7328262613083731,34.0,55.00000000000001,26.25,50.5,28.749999999999996,55.25,23.0,33.5,100.0,100.0,36.15291150063058,13.032548500632402
85,26.35404796199431,35.0,28.000000000000004,6.319190460639009,10344.704084749537,597,4.0,4,85.71428571428571,100.0,1,0.7306307480976956,22.777777777777775,25.55555555555556,32.88888888888889,54.11111111111111,40.55555555555556,76.22222222222221,20.0,25.0,37.28784471438433,36.203134713962626,29.026062000411912,100.0
86,10.371748595465256,10.0,29.05555555555555,9.253763831129575,5326.994286777739,599,4.0,4,100.0,100,0,0.7297543856616802,30.0,34.0,41.0,59.0,36.0,52.0,5.5,6.0,100.0,100.0,15.569560499898216,100.0
87,4.170230332964835,5.0,28.125,13.804190075579085,9357.988742499401,600,4.0,4,100,100,0,0.7288790743874469,30.0,34.0,41.0,59.0,41.0,59.0,10.0,11.0,100.0,100.0,100.0,53.47590600104013
88,8.410126852236731,10.0,30.5,12.65898890117216,5486.349296001208,602,4.0,4,100,100,0,0.7282232799981687,25.0,27.500000000000004,25.5,33.0,35.5,50.0,10.0,11.0,100.0,100.0,95.07871050027461,100.0
89,5.1931386823988905,5.0,24.0,9.831219129387831,22429.62062300012,603,4.0,4,100,100,0,0.727786411570265,11.0,11.0,11.0,14.000000000000002,40.0,55.00000000000001,18.0,21.0,100.0,100.0,100.0,14.753072000530665
90,6.693258943266869,50.0,20.0,11.89537725337032,2625.644102001388,613,4.0,4,35.714285714285715,100.0,9,0.7234321158757502,30.8125,66.5625,15.250000000000002,46.875,39.3125,69.37500000000001,12.000000000000002,29.874999999999996,18.89049549932679,33.74831000055565,28.75359529945854,63.75065979987994
91,-12.690918830920372,25.0,24.34375,11.810653195458812,2653.6172765001993,618,4.0,4,11.76470588235294,100.0,15,0.7191038716308007,34.684210526315795,75.42105263157893,25.736842105263165,78.42105263157895,37.57894736842105,66.57894736842105,41.52631578947368,81.47368421052632,100.0,100.0,30.014366599716595,11.520993000885937
92,11.175797789268634,20.0,34.88157894736843,6.946316614297762,2467.4713637895798,622,4.0,4,100.0,100,0,0.7180258628227102,17.0,21.0,10.0,11.0,15.0,48.0,12.5,28.999999999999996,32.044375750410836,28.27174300000479,100.0,56.43051699989883
